GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2798
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	LIHDPOLN_00001	nanT_1	Cluster_140235
Operon2166	LIHDPOLN_03497	Unknown_Gene	Cluster_97208
Operon2167	LIHDPOLN_03498	msuD	Cluster_53011
Operon2167	LIHDPOLN_03499	Unknown_Gene	Cluster_53011
Operon2168	LIHDPOLN_03500	hbpA_2	Cluster_33425
Operon2168	LIHDPOLN_03501	ssuD_4	Cluster_33425
Operon2168	LIHDPOLN_03502	Unknown_Gene	Cluster_33425
Operon2168	LIHDPOLN_03503	ssuA_6	Cluster_33425
Operon2169	LIHDPOLN_03504	sfnR_3	Cluster_33425
Operon2170	LIHDPOLN_03505	ttdB	Cluster_163404
Operon2171	LIHDPOLN_03506	dmlR_11	Cluster_163404
Operon2172	LIHDPOLN_03507	fecI_9	Cluster_122761
Operon2172	LIHDPOLN_03508	Unknown_Gene	Cluster_122761
Operon2172	LIHDPOLN_03509	fecR_8	Cluster_122761
Operon2173	LIHDPOLN_03510	fhuA_2	Cluster_64297
Operon2174	LIHDPOLN_03511	Unknown_Gene	Cluster_146932
Operon2175	LIHDPOLN_03512	fpvA_7	Cluster_126766
Operon2176	LIHDPOLN_03513	fecR_9	Cluster_118937
Operon2176	LIHDPOLN_03514	fecI_10	Cluster_118937
Operon2177	LIHDPOLN_03515	dltA_1	Cluster_54055
Operon2178	LIHDPOLN_03516	yhhW	Cluster_52338
Operon2179	LIHDPOLN_03517	rep_3	Cluster_52338
Operon2180	LIHDPOLN_03518	Unknown_Gene	Cluster_73298
Operon2181	LIHDPOLN_03519	Unknown_Gene	Cluster_58477
Operon2182	LIHDPOLN_03520	menH_4	Cluster_58477
Operon2183	LIHDPOLN_03521	Unknown_Gene	Cluster_132982
Operon2184	LIHDPOLN_03522	Unknown_Gene	Cluster_44621
Operon2185	LIHDPOLN_03523	Unknown_Gene	Cluster_56914
Operon2186	LIHDPOLN_03524	nanT_3	Cluster_56914
Operon2187	LIHDPOLN_03525	Unknown_Gene	Cluster_168708
Operon2187	LIHDPOLN_03526	Unknown_Gene	Cluster_168708
Operon2188	LIHDPOLN_03527	Unknown_Gene	Cluster_76327
Operon2189	LIHDPOLN_03528	gltC_7	Cluster_83430
Operon2190	LIHDPOLN_03529	Unknown_Gene	Cluster_56151
Operon2191	LIHDPOLN_03530	bmr3_2	Cluster_56508
Operon2191	LIHDPOLN_03531	Unknown_Gene	Cluster_56508
Operon2192	LIHDPOLN_03532	cptA	Cluster_58042
Operon2193	LIHDPOLN_03533	Unknown_Gene	Cluster_58042
Operon2194	LIHDPOLN_03534	Unknown_Gene	Cluster_58043
Operon2195	LIHDPOLN_03535	pigA_2	Cluster_66752
Operon2196	LIHDPOLN_03536	Unknown_Gene	Cluster_66752
Operon2197	LIHDPOLN_03537	pcpR_2	Cluster_121787
Operon2198	LIHDPOLN_03538	panE_2	Cluster_121787
Operon2198	LIHDPOLN_03539	Unknown_Gene	Cluster_121787
Operon2198	LIHDPOLN_03540	paaZ_2	Cluster_121787
Operon2198	LIHDPOLN_03541	smtB_2	Cluster_121787
Operon2198	LIHDPOLN_03542	aroE_4	Cluster_121787
Operon2198	LIHDPOLN_03543	aroQ_2	Cluster_121787
Operon2199	LIHDPOLN_03544	hsrA_2	Cluster_120423
Operon2200	LIHDPOLN_03545	argP_4	Cluster_101374
Operon2201	LIHDPOLN_03546	Unknown_Gene	Cluster_101374
Operon2202	LIHDPOLN_03547	uacT_2	Cluster_101472
Operon2203	LIHDPOLN_03548	Unknown_Gene	Cluster_62079
Operon2204	LIHDPOLN_03549	ydhP_1	Cluster_62079
Operon2205	LIHDPOLN_03550	dmlR_12	Cluster_138905
Operon2206	LIHDPOLN_03551	Unknown_Gene	Cluster_97357
Operon2207	LIHDPOLN_03552	mdh_1	Cluster_62484
Operon2208	LIHDPOLN_03553	phnE_2	Cluster_108350
Operon2208	LIHDPOLN_03554	glnQ_5	Cluster_108350
Operon2208	LIHDPOLN_03555	ptxB	Cluster_108350
Operon2209	LIHDPOLN_03556	cmpR_5	Cluster_108350
Operon2210	LIHDPOLN_03557	Unknown_Gene	Cluster_104213
Operon2211	LIHDPOLN_03558	puuP_2	Cluster_35608
Operon2212	LIHDPOLN_03559	Unknown_Gene	Cluster_35608
Operon2212	LIHDPOLN_03560	spuC_4	Cluster_35608
Operon2213	LIHDPOLN_03561	puuC_2	Cluster_60795
Operon2214	LIHDPOLN_03562	kstD_3	Cluster_62080
Operon2215	LIHDPOLN_03563	iclR_2	Cluster_62080
Operon2216	LIHDPOLN_03564	iolX	Cluster_89419
Operon2216	LIHDPOLN_03565	Unknown_Gene	Cluster_89419
Operon2217	LIHDPOLN_03566	garP_2	Cluster_34573
Operon2218	LIHDPOLN_03567	Unknown_Gene	Cluster_27061
Operon2219	LIHDPOLN_03568	Unknown_Gene	Cluster_48170
Operon2219	LIHDPOLN_03569	Unknown_Gene	Cluster_48170
Operon2220	LIHDPOLN_03570	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2221	LIHDPOLN_03571	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2221	LIHDPOLN_03572	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2222	LIHDPOLN_03573	Unknown_Gene	Cluster_152337
Operon2223	LIHDPOLN_03574	Unknown_Gene	Cluster_62451
Operon2224	LIHDPOLN_03575	fbp_2	Cluster_129386
Operon2225	LIHDPOLN_03576	Unknown_Gene	Cluster_56917
Operon2225	LIHDPOLN_03577	dadA1_2	Cluster_56917
Operon2226	LIHDPOLN_03578	hyuE	Cluster_8851
Operon2226	LIHDPOLN_03579	pucI_3	Cluster_8851
Operon2227	LIHDPOLN_03580	lrpC	Cluster_93793
Operon2228	LIHDPOLN_03581	Unknown_Gene	Cluster_93793
Operon2229	LIHDPOLN_03582	rlmI_2	Cluster_86063
Operon2230	LIHDPOLN_03583	Unknown_Gene	Cluster_71458
Operon2231	LIHDPOLN_03584	sbp_2	Cluster_53353
Operon2232	LIHDPOLN_03585	Unknown_Gene	Cluster_86396
Operon2233	LIHDPOLN_03586	Unknown_Gene	Cluster_86396
Operon2234	LIHDPOLN_03587	Unknown_Gene	Cluster_61650
Operon2235	LIHDPOLN_03588	ttuE	Cluster_69092
Operon2235	LIHDPOLN_03589	ttuD	Cluster_69092
Operon2236	LIHDPOLN_03590	glxR	Cluster_123501
Operon2237	LIHDPOLN_03591	hyi	Cluster_150757
Operon2238	LIHDPOLN_03592	gcl	Cluster_41363
Operon2239	LIHDPOLN_03593	Unknown_Gene	Cluster_41363
Operon2240	LIHDPOLN_03594	rutR_4	Cluster_94425
Operon2241	LIHDPOLN_03595	yedI	Cluster_94425
Operon2242	LIHDPOLN_03596	mdoB_2	Cluster_126357
Operon2243	LIHDPOLN_03597	Unknown_Gene	Cluster_126357
Operon2244	LIHDPOLN_03598	Unknown_Gene	Cluster_21674
Operon2245	LIHDPOLN_03599	Unknown_Gene	Cluster_88188
Operon2246	LIHDPOLN_03600	uacT_3	Cluster_50634
Operon2247	LIHDPOLN_03601	Unknown_Gene	Cluster_157478
Operon2247	LIHDPOLN_03602	allA	Cluster_157478
Operon2247	LIHDPOLN_03603	uao	Cluster_157478
Operon2247	LIHDPOLN_03604	Unknown_Gene	Cluster_157478
Operon2248	LIHDPOLN_03605	pucM	Cluster_18692
Operon2249	LIHDPOLN_03606	Unknown_Gene	Cluster_67190
Operon2250	LIHDPOLN_03607	adeP_1	Cluster_35034
Operon2251	LIHDPOLN_03608	nanR	Cluster_35034
Operon2252	LIHDPOLN_03609	aqpZ	Cluster_83103
Operon2253	LIHDPOLN_03610	guaD	Cluster_153917
Operon2253	LIHDPOLN_03611	Unknown_Gene	Cluster_153917
Operon2254	LIHDPOLN_03612	pucD	Cluster_38655
Operon2254	LIHDPOLN_03613	Unknown_Gene	Cluster_38655
Operon2255	LIHDPOLN_03614	rspR_2	Cluster_38655
Operon2255	LIHDPOLN_03615	smc_1	Cluster_38655
Operon2256	LIHDPOLN_03616	zipA	Cluster_50292
Operon2257	LIHDPOLN_03617	ligA	Cluster_48318
Operon2258	LIHDPOLN_03618	Unknown_Gene	Cluster_31498
Operon2259	LIHDPOLN_03619	Unknown_Gene	Cluster_100007
Operon2260	LIHDPOLN_03620	ruvB_1	Cluster_100007
Operon2261	LIHDPOLN_03621	ybaB	Cluster_141997
Operon2262	LIHDPOLN_03622	recR	Cluster_64980
Operon2263	LIHDPOLN_03623	apt	Cluster_150113
Operon2264	LIHDPOLN_03624	anr	Cluster_65353
Operon2265	LIHDPOLN_03625	hemN	Cluster_113396
Operon2266	LIHDPOLN_03626	Unknown_Gene	Cluster_90025
Operon2266	LIHDPOLN_03627	Unknown_Gene	Cluster_90025
Operon2266	LIHDPOLN_03628	copA_4	Cluster_90025
Operon2267	LIHDPOLN_03629	Unknown_Gene	Cluster_30563
Operon2267	LIHDPOLN_03630	Unknown_Gene	Cluster_30563
Operon2268	LIHDPOLN_03631	ccoP2_1	Cluster_4688
Operon2268	LIHDPOLN_03632	Unknown_Gene	Cluster_4688
Operon2268	LIHDPOLN_03633	Unknown_Gene	Cluster_4688
Operon2268	LIHDPOLN_03634	ccoN1_1	Cluster_4688
Operon2269	LIHDPOLN_03635	ccoP2_2	Cluster_152862
Operon2269	LIHDPOLN_03636	Unknown_Gene	Cluster_152862
Operon2269	LIHDPOLN_03637	Unknown_Gene	Cluster_152862
Operon2269	LIHDPOLN_03638	ccoN1_2	Cluster_152862
Operon2270	LIHDPOLN_03639	Unknown_Gene	Cluster_152862
Operon2271	LIHDPOLN_03640	ppnP	Cluster_133329
Operon2272	LIHDPOLN_03641	dinG_3	Cluster_72398
Operon2273	LIHDPOLN_03642	Unknown_Gene	Cluster_72398
Operon2274	LIHDPOLN_03643	Unknown_Gene	Cluster_143622
Operon2275	LIHDPOLN_03644	Unknown_Gene	Cluster_75846
Operon2276	LIHDPOLN_03645	lgrB_1	Cluster_75846
Operon2277	LIHDPOLN_03646	dsbG	NO_CLUSTER_ASSOCIATION_FOUND
Operon2277	LIHDPOLN_03647	resA_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon2277	LIHDPOLN_03648	dsbD_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2278	LIHDPOLN_03649	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2279	LIHDPOLN_03650	Unknown_Gene	Cluster_91896
Operon2280	LIHDPOLN_03651	Unknown_Gene	Cluster_26585
Operon2281	LIHDPOLN_03652	Unknown_Gene	Cluster_26585
Operon2282	LIHDPOLN_03653	hcaB_5	Cluster_167117
Operon2282	LIHDPOLN_03654	Unknown_Gene	Cluster_167117
Operon2282	LIHDPOLN_03655	Unknown_Gene	Cluster_167117
Operon2283	LIHDPOLN_03656	Unknown_Gene	Cluster_56140
Operon2284	LIHDPOLN_03657	Unknown_Gene	Cluster_67274
Operon2285	LIHDPOLN_03658	Unknown_Gene	Cluster_67752
Operon2286	LIHDPOLN_03659	Unknown_Gene	Cluster_67752
Operon2287	LIHDPOLN_03660	Unknown_Gene	Cluster_126854
Operon2288	LIHDPOLN_03661	Unknown_Gene	Cluster_20044
Operon2289	LIHDPOLN_03662	Unknown_Gene	Cluster_20044
Operon2290	LIHDPOLN_03663	Unknown_Gene	Cluster_9045
Operon2290	LIHDPOLN_03664	Unknown_Gene	Cluster_9045
Operon2291	LIHDPOLN_03665	Unknown_Gene	Cluster_73947
Operon2292	LIHDPOLN_03666	Unknown_Gene	Cluster_73947
Operon2293	LIHDPOLN_03667	Unknown_Gene	Cluster_78429
Operon2293	LIHDPOLN_03668	polC	Cluster_78429
Operon2294	LIHDPOLN_03669	yedA	Cluster_100092
Operon2295	LIHDPOLN_03670	rhlE_2	Cluster_148352
Operon2296	LIHDPOLN_03671	baiN	Cluster_84514
Operon2297	LIHDPOLN_03672	Unknown_Gene	Cluster_62835
Operon2298	LIHDPOLN_03673	ais_1	Cluster_68098
Operon2299	LIHDPOLN_03674	Unknown_Gene	Cluster_68098
Operon2300	LIHDPOLN_03675	tesB	Cluster_118964
Operon2300	LIHDPOLN_03676	gph_2	Cluster_118964
Operon2301	LIHDPOLN_03677	adh_4	Cluster_30387
Operon2302	LIHDPOLN_03678	lutR_6	Cluster_40179
Operon2303	LIHDPOLN_03679	ttuB_2	Cluster_40179
Operon2303	LIHDPOLN_03680	gudD	Cluster_40179
Operon2304	LIHDPOLN_03681	bauD	Cluster_17711
Operon2305	LIHDPOLN_03682	hcaR_2	Cluster_36014
Operon2306	LIHDPOLN_03683	stp	Cluster_36014
Operon2307	LIHDPOLN_03684	Unknown_Gene	Cluster_83
Operon2308	LIHDPOLN_03685	Unknown_Gene	Cluster_52742
Operon2309	LIHDPOLN_03686	Unknown_Gene	Cluster_52742
Operon2310	LIHDPOLN_03687	Unknown_Gene	Cluster_142194
Operon2310	LIHDPOLN_03688	Unknown_Gene	Cluster_142194
Operon2311	LIHDPOLN_03689	Unknown_Gene	Cluster_107914
Operon2312	LIHDPOLN_03690	Unknown_Gene	Cluster_103695
Operon2313	LIHDPOLN_03691	Unknown_Gene	Cluster_103695
Operon2313	LIHDPOLN_03692	draG	Cluster_103695
Operon2313	LIHDPOLN_03693	Unknown_Gene	Cluster_103695
Operon2314	LIHDPOLN_03694	smc_2	Cluster_4255
Operon2314	LIHDPOLN_03695	der_2	Cluster_4255
Operon2314	LIHDPOLN_03696	Unknown_Gene	Cluster_4255
Operon2315	LIHDPOLN_03697	Unknown_Gene	Cluster_42113
Operon2316	LIHDPOLN_03698	rapA_1	Cluster_42113
Operon2316	LIHDPOLN_03699	Unknown_Gene	Cluster_42113
Operon2316	LIHDPOLN_03700	Unknown_Gene	Cluster_42113
Operon2316	LIHDPOLN_03701	Unknown_Gene	Cluster_42113
Operon2316	LIHDPOLN_03702	Unknown_Gene	Cluster_42113
Operon2316	LIHDPOLN_03703	Unknown_Gene	Cluster_42113
Operon2317	LIHDPOLN_03704	Unknown_Gene	Cluster_91660
Operon2318	LIHDPOLN_03705	Unknown_Gene	Cluster_47792
Operon2319	LIHDPOLN_03706	Unknown_Gene	Cluster_153586
Operon2319	LIHDPOLN_03707	Unknown_Gene	Cluster_153586
Operon2320	LIHDPOLN_03708	Unknown_Gene	Cluster_134353
Operon2321	LIHDPOLN_03709	Unknown_Gene	Cluster_137386
Operon2322	LIHDPOLN_03710	Unknown_Gene	Cluster_25536
Operon2323	LIHDPOLN_03711	intA_3	Cluster_15096
Operon2324	LIHDPOLN_03712	Unknown_Gene	Cluster_15096
Operon2325	LIHDPOLN_03713	intQ_2	Cluster_78428
Operon2326	LIHDPOLN_03714	Unknown_Gene	Cluster_152573
Operon2326	LIHDPOLN_03715	Unknown_Gene	Cluster_152573
Operon2326	LIHDPOLN_03716	Unknown_Gene	Cluster_152573
Operon2326	LIHDPOLN_03717	Unknown_Gene	Cluster_152573
Operon2326	LIHDPOLN_03718	Unknown_Gene	Cluster_152573
Operon2326	LIHDPOLN_03719	csrA_1	Cluster_152573
Operon2327	LIHDPOLN_03720	Unknown_Gene	Cluster_129232
Operon2327	LIHDPOLN_03721	Unknown_Gene	Cluster_129232
Operon2328	LIHDPOLN_03722	Unknown_Gene	Cluster_94344
Operon2329	LIHDPOLN_03723	Unknown_Gene	Cluster_880
Operon2330	LIHDPOLN_03724	Unknown_Gene	Cluster_880
Operon2330	LIHDPOLN_03725	Unknown_Gene	Cluster_880
Operon2330	LIHDPOLN_03726	Unknown_Gene	Cluster_880
Operon2330	LIHDPOLN_03727	Unknown_Gene	Cluster_880
Operon2330	LIHDPOLN_03728	Unknown_Gene	Cluster_880
Operon2330	LIHDPOLN_03729	Unknown_Gene	Cluster_880
Operon2330	LIHDPOLN_03730	Unknown_Gene	Cluster_880
Operon2330	LIHDPOLN_03731	Unknown_Gene	Cluster_880
Operon2330	LIHDPOLN_03732	dnaB_2	Cluster_880
Operon2330	LIHDPOLN_03733	Unknown_Gene	Cluster_880
Operon2330	LIHDPOLN_03734	Unknown_Gene	Cluster_880
Operon2330	LIHDPOLN_03735	Unknown_Gene	Cluster_880
Operon2331	LIHDPOLN_03736	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2332	LIHDPOLN_03737	ydjA	Cluster_115447
Operon2333	LIHDPOLN_03738	trkI	Cluster_115447
Operon2334	LIHDPOLN_03739	Unknown_Gene	Cluster_108427
Operon2335	LIHDPOLN_03740	Unknown_Gene	Cluster_108427
Operon2336	LIHDPOLN_03741	lpxH_2	Cluster_95155
Operon2337	LIHDPOLN_03742	rhaR_4	Cluster_95155
Operon2338	LIHDPOLN_03743	Unknown_Gene	Cluster_74337
Operon2339	LIHDPOLN_03744	Unknown_Gene	Cluster_139676
Operon2340	LIHDPOLN_03745	bamA_1	Cluster_139676
Operon2341	LIHDPOLN_03746	slyA_1	Cluster_83439
Operon2342	LIHDPOLN_03747	recQ	Cluster_44625
Operon2343	LIHDPOLN_03748	Unknown_Gene	Cluster_44625
Operon2343	LIHDPOLN_03749	ybaN	Cluster_44625
Operon2344	LIHDPOLN_03750	bepC	Cluster_30219
Operon2345	LIHDPOLN_03751	Unknown_Gene	Cluster_141972
Operon2346	LIHDPOLN_03752	aer_1	Cluster_90556
Operon2347	LIHDPOLN_03753	cmpR_6	Cluster_50281
Operon2348	LIHDPOLN_03754	gbuA_2	Cluster_50281
Operon2349	LIHDPOLN_03755	opuE	Cluster_89728
Operon2350	LIHDPOLN_03756	Unknown_Gene	Cluster_118959
Operon2351	LIHDPOLN_03757	gltR_4	Cluster_112603
Operon2352	LIHDPOLN_03758	Unknown_Gene	Cluster_112603
Operon2353	LIHDPOLN_03759	Unknown_Gene	Cluster_112669
Operon2354	LIHDPOLN_03760	Unknown_Gene	Cluster_37978
Operon2355	LIHDPOLN_03761	Unknown_Gene	Cluster_37978
Operon2355	LIHDPOLN_03762	Unknown_Gene	Cluster_37978
Operon2356	LIHDPOLN_03763	Unknown_Gene	Cluster_124662
Operon2357	LIHDPOLN_03764	rhpA	Cluster_112974
Operon2358	LIHDPOLN_03765	ybdG	Cluster_112974
Operon2359	LIHDPOLN_03766	Unknown_Gene	Cluster_49334
Operon2359	LIHDPOLN_03767	bioP	Cluster_49334
Operon2360	LIHDPOLN_03768	azoR	Cluster_107923
Operon2361	LIHDPOLN_03769	Unknown_Gene	Cluster_155297
Operon2362	LIHDPOLN_03770	yhaJ_3	Cluster_155297
Operon2362	LIHDPOLN_03771	catD_3	Cluster_155297
Operon2362	LIHDPOLN_03772	ppiA	Cluster_155297
Operon2363	LIHDPOLN_03773	Unknown_Gene	Cluster_143520
Operon2364	LIHDPOLN_03774	Unknown_Gene	Cluster_39915
Operon2365	LIHDPOLN_03775	Unknown_Gene	Cluster_39915
Operon2366	LIHDPOLN_03776	Unknown_Gene	Cluster_71011
Operon2367	LIHDPOLN_03777	Unknown_Gene	Cluster_22927
Operon2367	LIHDPOLN_03778	Unknown_Gene	Cluster_22927
Operon2368	LIHDPOLN_03779	puuA_6	Cluster_22927
Operon2368	LIHDPOLN_03780	puuB_5	Cluster_22927
Operon2369	LIHDPOLN_03781	fadD_2	Cluster_23151
Operon2370	LIHDPOLN_03782	fadD_3	Cluster_52643
Operon2371	LIHDPOLN_03783	Unknown_Gene	Cluster_52643
Operon2371	LIHDPOLN_03784	phaJ	Cluster_52643
Operon2372	LIHDPOLN_03785	Unknown_Gene	Cluster_47448
Operon2372	LIHDPOLN_03786	Unknown_Gene	Cluster_47448
Operon2372	LIHDPOLN_03787	Unknown_Gene	Cluster_47448
Operon2372	LIHDPOLN_03788	Unknown_Gene	Cluster_47448
Operon2373	LIHDPOLN_03789	Unknown_Gene	Cluster_23385
Operon2374	LIHDPOLN_03790	Unknown_Gene	Cluster_23385
Operon2375	LIHDPOLN_03791	def_2	Cluster_80213
Operon2375	LIHDPOLN_03792	Unknown_Gene	Cluster_80213
Operon2376	LIHDPOLN_03793	Unknown_Gene	Cluster_166409
Operon2377	LIHDPOLN_03794	quiC	Cluster_166409
Operon2378	LIHDPOLN_03795	Unknown_Gene	Cluster_126735
Operon2379	LIHDPOLN_03796	cvfB	Cluster_95821
Operon2380	LIHDPOLN_03797	Unknown_Gene	Cluster_95821
Operon2381	LIHDPOLN_03798	aceK	Cluster_66314
Operon2382	LIHDPOLN_03799	Unknown_Gene	Cluster_66314
Operon2382	LIHDPOLN_03800	Unknown_Gene	Cluster_66314
Operon2383	LIHDPOLN_03801	Unknown_Gene	Cluster_16093
Operon2384	LIHDPOLN_03802	Unknown_Gene	Cluster_71400
Operon2385	LIHDPOLN_03803	cysK_1	Cluster_93021
Operon2386	LIHDPOLN_03804	Unknown_Gene	Cluster_93021
Operon2387	LIHDPOLN_03805	Unknown_Gene	Cluster_52019
Operon2387	LIHDPOLN_03806	Unknown_Gene	Cluster_52019
Operon2388	LIHDPOLN_03807	pxpC_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2388	LIHDPOLN_03808	pxpB	NO_CLUSTER_ASSOCIATION_FOUND
Operon2388	LIHDPOLN_03809	pxpA3	NO_CLUSTER_ASSOCIATION_FOUND
Operon2388	LIHDPOLN_03810	nanT_4	NO_CLUSTER_ASSOCIATION_FOUND
Operon2389	LIHDPOLN_03811	hdfR_5	NO_CLUSTER_ASSOCIATION_FOUND
Operon2390	LIHDPOLN_03812	Unknown_Gene	Cluster_90624
Operon2390	LIHDPOLN_03813	yafJ	Cluster_90624
Operon2390	LIHDPOLN_03814	Unknown_Gene	Cluster_90624
Operon2391	LIHDPOLN_03815	dapb1	Cluster_90624
Operon2392	LIHDPOLN_03816	Unknown_Gene	Cluster_94426
Operon2393	LIHDPOLN_03817	Unknown_Gene	Cluster_94426
Operon2394	LIHDPOLN_03818	Unknown_Gene	Cluster_135102
Operon2395	LIHDPOLN_03819	Unknown_Gene	Cluster_131508
Operon2396	LIHDPOLN_03820	Unknown_Gene	Cluster_158416
Operon2396	LIHDPOLN_03821	Unknown_Gene	Cluster_158416
Operon2397	LIHDPOLN_03822	Unknown_Gene	Cluster_86331
Operon2398	LIHDPOLN_03823	glpR	Cluster_115228
Operon2399	LIHDPOLN_03824	glpK	Cluster_153144
Operon2400	LIHDPOLN_03825	glpF	Cluster_31169
Operon2401	LIHDPOLN_03826	ybaK	Cluster_31169
Operon2402	LIHDPOLN_03827	btuD_3	Cluster_22883
Operon2402	LIHDPOLN_03828	argF	Cluster_22883
Operon2403	LIHDPOLN_03829	napA_1	Cluster_22883
Operon2404	LIHDPOLN_03830	grxD	Cluster_123108
Operon2405	LIHDPOLN_03831	bfr_2	Cluster_58802
Operon2406	LIHDPOLN_03832	Unknown_Gene	Cluster_50901
Operon2407	LIHDPOLN_03833	ahpC_1	Cluster_50901
Operon2408	LIHDPOLN_03834	rnt	Cluster_95839
Operon2408	LIHDPOLN_03835	pyrC	Cluster_95839
Operon2409	LIHDPOLN_03836	pal_1	Cluster_95839
Operon2410	LIHDPOLN_03837	argG	Cluster_64981
Operon2411	LIHDPOLN_03838	Unknown_Gene	Cluster_21991
Operon2412	LIHDPOLN_03839	bvgA_2	Cluster_21991
Operon2413	LIHDPOLN_03840	Unknown_Gene	Cluster_112829
Operon2414	LIHDPOLN_03841	nth	Cluster_142802
Operon2414	LIHDPOLN_03842	rsxE	Cluster_142802
Operon2414	LIHDPOLN_03843	rnfG	Cluster_142802
Operon2414	LIHDPOLN_03844	rsxD	Cluster_142802
Operon2414	LIHDPOLN_03845	rnfA	Cluster_142802
Operon2415	LIHDPOLN_03846	metG	Cluster_78214
Operon2416	LIHDPOLN_03847	apbC	Cluster_78214
Operon2417	LIHDPOLN_03848	capB_2	Cluster_27376
Operon2418	LIHDPOLN_03849	dcd	Cluster_27376
Operon2419	LIHDPOLN_03850	Unknown_Gene	Cluster_121123
Operon2420	LIHDPOLN_03851	Unknown_Gene	Cluster_140469
Operon2420	LIHDPOLN_03852	cshB	Cluster_140469
Operon2421	LIHDPOLN_03853	Unknown_Gene	Cluster_93111
Operon2422	LIHDPOLN_03854	lig	Cluster_111982
Operon2422	LIHDPOLN_03855	Unknown_Gene	Cluster_111982
Operon2423	LIHDPOLN_03856	quiP_2	Cluster_114865
Operon2424	LIHDPOLN_03857	hisC_3	Cluster_71815
Operon2425	LIHDPOLN_03858	dapH_2	Cluster_71815
Operon2425	LIHDPOLN_03859	Unknown_Gene	Cluster_71815
Operon2425	LIHDPOLN_03860	rfnT	Cluster_71815
Operon2425	LIHDPOLN_03861	cysK_2	Cluster_71815
Operon2426	LIHDPOLN_03862	Unknown_Gene	Cluster_78356
Operon2426	LIHDPOLN_03863	Unknown_Gene	Cluster_78356
Operon2426	LIHDPOLN_03864	Unknown_Gene	Cluster_78356
Operon2426	LIHDPOLN_03865	Unknown_Gene	Cluster_78356
Operon2427	LIHDPOLN_03866	pal_2	Cluster_78356
Operon2428	LIHDPOLN_03867	ompA	Cluster_124036
Operon2429	LIHDPOLN_03868	Unknown_Gene	Cluster_118291
Operon2429	LIHDPOLN_03869	Unknown_Gene	Cluster_118291
Operon2430	LIHDPOLN_03870	Unknown_Gene	Cluster_118128
Operon2431	LIHDPOLN_03871	dinG_4	Cluster_118128
Operon2432	LIHDPOLN_03872	Unknown_Gene	Cluster_130805
Operon2433	LIHDPOLN_03873	yfeW	Cluster_109841
Operon2434	LIHDPOLN_03874	pal_3	Cluster_117532
Operon2434	LIHDPOLN_03875	pdxH	Cluster_117532
Operon2435	LIHDPOLN_03876	Unknown_Gene	Cluster_85073
Operon2436	LIHDPOLN_03877	slyB	Cluster_85073
Operon2437	LIHDPOLN_03878	nhaA	Cluster_27561
Operon2438	LIHDPOLN_03879	Unknown_Gene	Cluster_131409
Operon2439	LIHDPOLN_03880	Unknown_Gene	Cluster_47271
Operon2440	LIHDPOLN_03881	livF_4	Cluster_64945
Operon2440	LIHDPOLN_03882	lptB_4	Cluster_64945
Operon2440	LIHDPOLN_03883	Unknown_Gene	Cluster_64945
Operon2440	LIHDPOLN_03884	livH_3	Cluster_64945
Operon2441	LIHDPOLN_03885	braC_3	Cluster_22775
Operon2442	LIHDPOLN_03886	Unknown_Gene	Cluster_22775
Operon2443	LIHDPOLN_03887	garR	Cluster_72119
Operon2444	LIHDPOLN_03888	Unknown_Gene	Cluster_33248
Operon2445	LIHDPOLN_03889	rapA_2	Cluster_76839
Operon2446	LIHDPOLN_03890	Unknown_Gene	Cluster_76839
Operon2447	LIHDPOLN_03891	Unknown_Gene	Cluster_143499
Operon2448	LIHDPOLN_03892	Unknown_Gene	Cluster_139616
Operon2449	LIHDPOLN_03893	Unknown_Gene	Cluster_91740
Operon2450	LIHDPOLN_03894	aaeB_2	Cluster_84366
Operon2450	LIHDPOLN_03895	aaeX	Cluster_84366
Operon2450	LIHDPOLN_03896	aaeA_2	Cluster_84366
Operon2451	LIHDPOLN_03897	fabG_11	Cluster_109136
Operon2452	LIHDPOLN_03898	pgrR_3	Cluster_109136
Operon2453	LIHDPOLN_03899	Unknown_Gene	Cluster_71841
Operon2454	LIHDPOLN_03900	Unknown_Gene	Cluster_152710
Operon2455	LIHDPOLN_03901	dgcC	Cluster_55736
Operon2456	LIHDPOLN_03902	yfdC	NO_CLUSTER_ASSOCIATION_FOUND
Operon2457	LIHDPOLN_03903	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2458	LIHDPOLN_03904	Unknown_Gene	Cluster_11177
Operon2459	LIHDPOLN_03905	Unknown_Gene	Cluster_11177
Operon2460	LIHDPOLN_03906	Unknown_Gene	Cluster_124340
Operon2460	LIHDPOLN_03907	Unknown_Gene	Cluster_124340
