GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	1963
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	BCBAIBPD_00001	maeB	Cluster_69611
Operon1855	BCBAIBPD_02761	rssB_3	Cluster_103565
Operon1856	BCBAIBPD_02762	pbpC	Cluster_133025
Operon1857	BCBAIBPD_02763	Unknown_Gene	Cluster_133025
Operon1858	BCBAIBPD_02764	yfhM	Cluster_58062
Operon1859	BCBAIBPD_02765	dinF	Cluster_58062
Operon1860	BCBAIBPD_02766	speA	Cluster_83467
Operon1861	BCBAIBPD_02767	yciH	Cluster_58484
Operon1862	BCBAIBPD_02768	yfcD	Cluster_43755
Operon1862	BCBAIBPD_02769	Unknown_Gene	Cluster_43755
Operon1863	BCBAIBPD_02770	cheB_4	Cluster_43755
Operon1864	BCBAIBPD_02771	ctpL	Cluster_100783
Operon1864	BCBAIBPD_02772	Unknown_Gene	Cluster_100783
Operon1865	BCBAIBPD_02773	dsbD_1	Cluster_97181
Operon1866	BCBAIBPD_02774	aroQ1	Cluster_68650
Operon1867	BCBAIBPD_02775	accB	Cluster_119748
Operon1867	BCBAIBPD_02776	accC	Cluster_119748
Operon1868	BCBAIBPD_02777	acoR_3	Cluster_35612
Operon1869	BCBAIBPD_02778	Unknown_Gene	Cluster_35612
Operon1869	BCBAIBPD_02779	acoA	Cluster_35612
Operon1869	BCBAIBPD_02780	acoB	Cluster_35612
Operon1869	BCBAIBPD_02781	acoC	Cluster_35612
Operon1869	BCBAIBPD_02782	ydjJ	Cluster_35612
Operon1870	BCBAIBPD_02783	Unknown_Gene	Cluster_75687
Operon1870	BCBAIBPD_02784	Unknown_Gene	Cluster_75687
Operon1871	BCBAIBPD_02785	Unknown_Gene	Cluster_139511
Operon1871	BCBAIBPD_02786	ubiX	Cluster_139511
Operon1871	BCBAIBPD_02787	mpl	Cluster_139511
Operon1872	BCBAIBPD_02788	acoR_4	Cluster_42177
Operon1873	BCBAIBPD_02789	adh_2	Cluster_42177
Operon1874	BCBAIBPD_02790	potE	Cluster_75308
Operon1874	BCBAIBPD_02791	eutB	Cluster_75308
Operon1874	BCBAIBPD_02792	eutC	Cluster_75308
Operon1875	BCBAIBPD_02793	dedA	Cluster_32559
Operon1875	BCBAIBPD_02794	mtfA	Cluster_32559
Operon1876	BCBAIBPD_02795	ppa	Cluster_122155
Operon1877	BCBAIBPD_02796	prtR_1	Cluster_66176
Operon1878	BCBAIBPD_02797	fpvA_2	Cluster_67529
Operon1879	BCBAIBPD_02798	ompR_3	Cluster_67529
Operon1879	BCBAIBPD_02799	pfeS	Cluster_67529
Operon1880	BCBAIBPD_02800	Unknown_Gene	Cluster_130836
Operon1881	BCBAIBPD_02801	ribB	Cluster_36157
Operon1882	BCBAIBPD_02802	xseB	Cluster_99281
Operon1882	BCBAIBPD_02803	ispA	Cluster_99281
Operon1883	BCBAIBPD_02804	dxs	Cluster_104257
Operon1884	BCBAIBPD_02805	btuB_5	Cluster_70449
Operon1885	BCBAIBPD_02806	btuF_2	Cluster_93826
Operon1885	BCBAIBPD_02807	Unknown_Gene	Cluster_93826
Operon1885	BCBAIBPD_02808	Unknown_Gene	Cluster_93826
Operon1886	BCBAIBPD_02809	Unknown_Gene	Cluster_118441
Operon1886	BCBAIBPD_02810	pgpA	Cluster_118441
Operon1886	BCBAIBPD_02811	thiL	Cluster_118441
Operon1886	BCBAIBPD_02812	nusB	Cluster_118441
Operon1886	BCBAIBPD_02813	ribH	Cluster_118441
Operon1887	BCBAIBPD_02814	ribBA_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon1887	BCBAIBPD_02815	ribE	NO_CLUSTER_ASSOCIATION_FOUND
Operon1887	BCBAIBPD_02816	ribD	NO_CLUSTER_ASSOCIATION_FOUND
Operon1887	BCBAIBPD_02817	nrdR	NO_CLUSTER_ASSOCIATION_FOUND
Operon1888	BCBAIBPD_02818	Unknown_Gene	Cluster_167969
Operon1888	BCBAIBPD_02819	Unknown_Gene	Cluster_167969
Operon1888	BCBAIBPD_02820	cnoX	Cluster_167969
Operon1889	BCBAIBPD_02821	Unknown_Gene	Cluster_98766
Operon1890	BCBAIBPD_02822	Unknown_Gene	Cluster_98766
Operon1890	BCBAIBPD_02823	Unknown_Gene	Cluster_98766
Operon1890	BCBAIBPD_02824	Unknown_Gene	Cluster_98766
Operon1891	BCBAIBPD_02825	Unknown_Gene	Cluster_134911
Operon1892	BCBAIBPD_02826	ompW	Cluster_111275
Operon1893	BCBAIBPD_02827	Unknown_Gene	Cluster_17472
Operon1893	BCBAIBPD_02828	rmlD	Cluster_17472
Operon1894	BCBAIBPD_02829	Unknown_Gene	Cluster_17472
Operon1895	BCBAIBPD_02830	Unknown_Gene	Cluster_68696
Operon1896	BCBAIBPD_02831	alsT	Cluster_68696
Operon1897	BCBAIBPD_02832	ansA	Cluster_92913
Operon1898	BCBAIBPD_02833	Unknown_Gene	Cluster_80628
Operon1898	BCBAIBPD_02834	selB	Cluster_80628
Operon1898	BCBAIBPD_02835	selA	Cluster_80628
Operon1899	BCBAIBPD_02836	fdhE	Cluster_42343
Operon1899	BCBAIBPD_02837	fdoI	Cluster_42343
Operon1899	BCBAIBPD_02838	fdoH	Cluster_42343
Operon1899	BCBAIBPD_02839	fdoG_1	Cluster_42343
Operon1899	BCBAIBPD_02840	fdoG_2	Cluster_42343
Operon1900	BCBAIBPD_02841	ssb	Cluster_96544
Operon1900	BCBAIBPD_02842	yajR	Cluster_96544
Operon1901	BCBAIBPD_02843	uvrA_1	Cluster_96544
Operon1902	BCBAIBPD_02844	bfr_2	Cluster_76353
Operon1903	BCBAIBPD_02845	cat	Cluster_72709
Operon1904	BCBAIBPD_02846	rplQ	Cluster_159047
Operon1904	BCBAIBPD_02847	rpoA	Cluster_159047
Operon1904	BCBAIBPD_02848	rpsD	Cluster_159047
Operon1904	BCBAIBPD_02849	rpsK	Cluster_159047
Operon1904	BCBAIBPD_02850	rpsM	Cluster_159047
Operon1905	BCBAIBPD_02851	rpmJ	Cluster_56407
Operon1905	BCBAIBPD_02852	secY	Cluster_56407
Operon1905	BCBAIBPD_02853	rplO	Cluster_56407
Operon1905	BCBAIBPD_02854	rpmD	Cluster_56407
Operon1905	BCBAIBPD_02855	rpsE	Cluster_56407
Operon1905	BCBAIBPD_02856	rplR	Cluster_56407
Operon1905	BCBAIBPD_02857	rplF	Cluster_56407
Operon1905	BCBAIBPD_02858	rpsH	Cluster_56407
Operon1906	BCBAIBPD_02859	rpsN	Cluster_130094
Operon1906	BCBAIBPD_02860	rplE	Cluster_130094
Operon1906	BCBAIBPD_02861	rplX	Cluster_130094
Operon1906	BCBAIBPD_02862	rplN	Cluster_130094
Operon1906	BCBAIBPD_02863	rpsQ	Cluster_130094
Operon1906	BCBAIBPD_02864	rpmC	Cluster_130094
Operon1906	BCBAIBPD_02865	rplP	Cluster_130094
Operon1906	BCBAIBPD_02866	rpsC	Cluster_130094
Operon1906	BCBAIBPD_02867	rplV	Cluster_130094
Operon1906	BCBAIBPD_02868	rpsS	Cluster_130094
Operon1906	BCBAIBPD_02869	rplB	Cluster_130094
Operon1906	BCBAIBPD_02870	rplW	Cluster_130094
Operon1906	BCBAIBPD_02871	rplD	Cluster_130094
Operon1906	BCBAIBPD_02872	rplC	Cluster_130094
Operon1907	BCBAIBPD_02873	rpsJ	Cluster_87585
Operon1908	BCBAIBPD_02874	tufA_1	Cluster_168298
Operon1908	BCBAIBPD_02875	fusA	Cluster_168298
Operon1908	BCBAIBPD_02876	rpsG	Cluster_168298
Operon1909	BCBAIBPD_02877	rpsL	Cluster_55151
Operon1910	BCBAIBPD_02878	rpoC	Cluster_142668
Operon1911	BCBAIBPD_02879	rpoB	Cluster_52288
Operon1912	BCBAIBPD_02880	rplL	Cluster_131227
Operon1913	BCBAIBPD_02881	rplJ	Cluster_59633
Operon1914	BCBAIBPD_02882	rplA	Cluster_103434
Operon1914	BCBAIBPD_02883	rplK	Cluster_103434
Operon1915	BCBAIBPD_02884	nusG	Cluster_151347
Operon1915	BCBAIBPD_02885	secE	Cluster_151347
Operon1915	BCBAIBPD_02886	Unknown_Gene	Cluster_151347
Operon1916	BCBAIBPD_02887	tufA_2	Cluster_130792
Operon1917	BCBAIBPD_02888	Unknown_Gene	Cluster_81271
Operon1917	BCBAIBPD_02889	Unknown_Gene	Cluster_81271
Operon1917	BCBAIBPD_02890	Unknown_Gene	Cluster_81271
Operon1918	BCBAIBPD_02891	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1918	BCBAIBPD_02892	coaX	NO_CLUSTER_ASSOCIATION_FOUND
Operon1918	BCBAIBPD_02893	birA	NO_CLUSTER_ASSOCIATION_FOUND
Operon1919	BCBAIBPD_02894	btuE_1	Cluster_156884
Operon1919	BCBAIBPD_02895	Unknown_Gene	Cluster_156884
Operon1919	BCBAIBPD_02896	Unknown_Gene	Cluster_156884
Operon1920	BCBAIBPD_02897	Unknown_Gene	Cluster_77214
Operon1921	BCBAIBPD_02898	cobS	Cluster_11883
Operon1921	BCBAIBPD_02899	cobC	Cluster_11883
Operon1921	BCBAIBPD_02900	cobT	Cluster_11883
Operon1921	BCBAIBPD_02901	cobP	Cluster_11883
Operon1921	BCBAIBPD_02902	cobQ	Cluster_11883
Operon1921	BCBAIBPD_02903	hisC_3	Cluster_11883
Operon1921	BCBAIBPD_02904	cobD	Cluster_11883
Operon1921	BCBAIBPD_02905	bluB	Cluster_11883
Operon1921	BCBAIBPD_02906	cbiA	Cluster_11883
Operon1921	BCBAIBPD_02907	cobO_2	Cluster_11883
Operon1922	BCBAIBPD_02908	Unknown_Gene	Cluster_11883
Operon1923	BCBAIBPD_02909	Unknown_Gene	Cluster_88803
Operon1924	BCBAIBPD_02910	mepS	Cluster_98036
Operon1925	BCBAIBPD_02911	hda	Cluster_78445
Operon1926	BCBAIBPD_02912	Unknown_Gene	Cluster_34776
Operon1926	BCBAIBPD_02913	Unknown_Gene	Cluster_34776
Operon1927	BCBAIBPD_02914	purM	Cluster_34776
Operon1927	BCBAIBPD_02915	purN	Cluster_34776
Operon1927	BCBAIBPD_02916	Unknown_Gene	Cluster_34776
Operon1928	BCBAIBPD_02917	Unknown_Gene	Cluster_53960
Operon1929	BCBAIBPD_02918	Unknown_Gene	Cluster_129221
Operon1929	BCBAIBPD_02919	mazG	Cluster_129221
Operon1930	BCBAIBPD_02920	relA	Cluster_119745
Operon1931	BCBAIBPD_02921	rlmD	Cluster_52909
Operon1931	BCBAIBPD_02922	cysM	Cluster_52909
Operon1932	BCBAIBPD_02923	barA	Cluster_52909
Operon1932	BCBAIBPD_02924	ldhA	Cluster_52909
Operon1932	BCBAIBPD_02925	Unknown_Gene	Cluster_52909
Operon1932	BCBAIBPD_02926	Unknown_Gene	Cluster_52909
Operon1933	BCBAIBPD_02927	resA_1	Cluster_127316
Operon1934	BCBAIBPD_02928	yfgD	Cluster_127316
Operon1934	BCBAIBPD_02929	Unknown_Gene	Cluster_127316
Operon1934	BCBAIBPD_02930	Unknown_Gene	Cluster_127316
Operon1935	BCBAIBPD_02931	Unknown_Gene	Cluster_68177
Operon1935	BCBAIBPD_02932	ttcA	Cluster_68177
Operon1936	BCBAIBPD_02933	sprT	Cluster_68177
Operon1937	BCBAIBPD_02934	fpr_2	Cluster_81568
Operon1938	BCBAIBPD_02935	cmpR_5	Cluster_81568
Operon1939	BCBAIBPD_02936	dgkA	Cluster_136400
Operon1940	BCBAIBPD_02937	lnrK	Cluster_127865
Operon1941	BCBAIBPD_02938	Unknown_Gene	Cluster_55817
Operon1942	BCBAIBPD_02939	Unknown_Gene	Cluster_55817
Operon1943	BCBAIBPD_02940	Unknown_Gene	Cluster_104042
Operon1944	BCBAIBPD_02941	recX	Cluster_142051
Operon1945	BCBAIBPD_02942	recA	Cluster_116069
Operon1946	BCBAIBPD_02943	pncC_1	Cluster_60043
Operon1947	BCBAIBPD_02944	mutS	Cluster_60043
Operon1948	BCBAIBPD_02945	fdxA	Cluster_90468
Operon1949	BCBAIBPD_02946	rpoS	Cluster_111273
Operon1950	BCBAIBPD_02947	nlpD	Cluster_63151
Operon1951	BCBAIBPD_02948	pcm	Cluster_119746
Operon1951	BCBAIBPD_02949	surE	Cluster_119746
Operon1951	BCBAIBPD_02950	truD	Cluster_119746
Operon1951	BCBAIBPD_02951	ispF	Cluster_119746
Operon1952	BCBAIBPD_02952	yeiG	Cluster_112017
Operon1952	BCBAIBPD_02953	frmA	Cluster_112017
Operon1953	BCBAIBPD_02954	dmlR_11	Cluster_112017
Operon1954	BCBAIBPD_02955	ispD	Cluster_78998
Operon1954	BCBAIBPD_02956	ftsB	Cluster_78998
Operon1955	BCBAIBPD_02957	eno	Cluster_82311
Operon1956	BCBAIBPD_02958	kdsA	Cluster_37547
Operon1956	BCBAIBPD_02959	pyrG	Cluster_37547
Operon1957	BCBAIBPD_02960	tilS	Cluster_127197
Operon1958	BCBAIBPD_02961	accA	Cluster_111408
Operon1959	BCBAIBPD_02962	dnaE	Cluster_71324
Operon1960	BCBAIBPD_02963	rnhB	Cluster_106679
Operon1960	BCBAIBPD_02964	lpxB	Cluster_106679
Operon1960	BCBAIBPD_02965	lpxA	Cluster_106679
Operon1960	BCBAIBPD_02966	fabZ	Cluster_106679
Operon1961	BCBAIBPD_02967	lpxD	Cluster_63158
Operon1961	BCBAIBPD_02968	Unknown_Gene	Cluster_63158
Operon1961	BCBAIBPD_02969	bamA	Cluster_63158
Operon1962	BCBAIBPD_02970	rseP	Cluster_140990
Operon1963	BCBAIBPD_02971	dxr	Cluster_67594
Operon1963	BCBAIBPD_02972	cdsA	Cluster_67594
Operon1963	BCBAIBPD_02973	ispU	Cluster_67594
Operon1963	BCBAIBPD_02974	frr	Cluster_67594
Operon1963	BCBAIBPD_02975	pyrH	Cluster_67594
Operon1964	BCBAIBPD_02976	tsf	Cluster_67210
Operon1965	BCBAIBPD_02977	rpsB	Cluster_24192
Operon1966	BCBAIBPD_02978	map_1	Cluster_24192
Operon1966	BCBAIBPD_02979	glnD	Cluster_24192
Operon1966	BCBAIBPD_02980	dapL	Cluster_24192
Operon1967	BCBAIBPD_02981	Unknown_Gene	Cluster_112498
Operon1968	BCBAIBPD_02982	nhaK	Cluster_22886
Operon1969	BCBAIBPD_02983	yffB	Cluster_22886
Operon1969	BCBAIBPD_02984	dapD	Cluster_22886
Operon1970	BCBAIBPD_02985	csdA	Cluster_130114
Operon1970	BCBAIBPD_02986	sufE	Cluster_130114
Operon1971	BCBAIBPD_02987	tcdA	Cluster_104256
Operon1972	BCBAIBPD_02988	Unknown_Gene	Cluster_104256
Operon1973	BCBAIBPD_02989	dapE	Cluster_64429
Operon1973	BCBAIBPD_02990	rlmA	Cluster_64429
Operon1973	BCBAIBPD_02991	Unknown_Gene	Cluster_64429
Operon1974	BCBAIBPD_02992	cspA_1	Cluster_44839
Operon1975	BCBAIBPD_02993	plsB	Cluster_44839
Operon1975	BCBAIBPD_02994	Unknown_Gene	Cluster_44839
Operon1976	BCBAIBPD_02995	acrF	Cluster_65847
Operon1976	BCBAIBPD_02996	mdtA_3	Cluster_65847
Operon1977	BCBAIBPD_02997	Unknown_Gene	Cluster_65847
Operon1978	BCBAIBPD_02998	Unknown_Gene	Cluster_41870
Operon1979	BCBAIBPD_02999	rsmJ	Cluster_114226
Operon1980	BCBAIBPD_03000	Unknown_Gene	Cluster_114226
Operon1981	BCBAIBPD_03001	Unknown_Gene	Cluster_95978
Operon1981	BCBAIBPD_03002	Unknown_Gene	Cluster_95978
Operon1981	BCBAIBPD_03003	Unknown_Gene	Cluster_95978
Operon1981	BCBAIBPD_03004	Unknown_Gene	Cluster_95978
Operon1982	BCBAIBPD_03005	tsaB	Cluster_74836
Operon1983	BCBAIBPD_03006	adk	Cluster_41709
Operon1984	BCBAIBPD_03007	ppc	Cluster_60858
Operon1985	BCBAIBPD_03008	Unknown_Gene	Cluster_60858
Operon1986	BCBAIBPD_03009	Unknown_Gene	Cluster_36394
Operon1987	BCBAIBPD_03010	pal_5	Cluster_154433
Operon1988	BCBAIBPD_03011	Unknown_Gene	Cluster_100564
Operon1988	BCBAIBPD_03012	Unknown_Gene	Cluster_100564
Operon1988	BCBAIBPD_03013	Unknown_Gene	Cluster_100564
Operon1989	BCBAIBPD_03014	Unknown_Gene	Cluster_69946
Operon1989	BCBAIBPD_03015	Unknown_Gene	Cluster_69946
Operon1990	BCBAIBPD_03016	lysS	Cluster_122490
Operon1991	BCBAIBPD_03017	prfB	Cluster_28381
Operon1992	BCBAIBPD_03018	cheB_5	Cluster_153157
Operon1993	BCBAIBPD_03019	cheB_6	Cluster_88223
Operon1993	BCBAIBPD_03020	rcsC_18	Cluster_88223
Operon1993	BCBAIBPD_03021	Unknown_Gene	Cluster_88223
Operon1993	BCBAIBPD_03022	wspC	Cluster_88223
Operon1993	BCBAIBPD_03023	Unknown_Gene	Cluster_88223
Operon1993	BCBAIBPD_03024	Unknown_Gene	Cluster_88223
Operon1994	BCBAIBPD_03025	Unknown_Gene	Cluster_85197
Operon1995	BCBAIBPD_03026	namA_2	Cluster_50542
Operon1996	BCBAIBPD_03027	recJ	Cluster_94548
Operon1996	BCBAIBPD_03028	yaeQ	Cluster_94548
Operon1997	BCBAIBPD_03029	smtB	Cluster_94548
Operon1997	BCBAIBPD_03030	Unknown_Gene	Cluster_94548
Operon1998	BCBAIBPD_03031	Unknown_Gene	Cluster_132256
Operon1999	BCBAIBPD_03032	Unknown_Gene	Cluster_98762
Operon2000	BCBAIBPD_03033	thrC	Cluster_44837
Operon2001	BCBAIBPD_03034	hom	Cluster_128660
Operon2002	BCBAIBPD_03035	dsbC	Cluster_81182
Operon2003	BCBAIBPD_03036	xerD	NO_CLUSTER_ASSOCIATION_FOUND
Operon2004	BCBAIBPD_03037	Unknown_Gene	Cluster_86262
Operon2005	BCBAIBPD_03038	Unknown_Gene	Cluster_48949
Operon2005	BCBAIBPD_03039	ygjP	Cluster_48949
Operon2005	BCBAIBPD_03040	rcsC_19	Cluster_48949
Operon2006	BCBAIBPD_03041	cbbA	Cluster_104739
Operon2007	BCBAIBPD_03042	Unknown_Gene	Cluster_135167
Operon2008	BCBAIBPD_03043	Unknown_Gene	Cluster_66626
Operon2008	BCBAIBPD_03044	pgk	Cluster_66626
Operon2008	BCBAIBPD_03045	epd	Cluster_66626
Operon2009	BCBAIBPD_03046	tktA	Cluster_49674
Operon2010	BCBAIBPD_03047	COQ3_2	Cluster_49674
Operon2010	BCBAIBPD_03048	metK	Cluster_49674
Operon2011	BCBAIBPD_03049	ligB	Cluster_87639
Operon2012	BCBAIBPD_03050	yqjC	Cluster_90644
Operon2013	BCBAIBPD_03051	cycA_2	Cluster_104052
Operon2014	BCBAIBPD_03052	mltA	Cluster_104052
Operon2015	BCBAIBPD_03053	Unknown_Gene	Cluster_44923
Operon2015	BCBAIBPD_03054	Unknown_Gene	Cluster_44923
Operon2016	BCBAIBPD_03055	nhaP	Cluster_44923
Operon2017	BCBAIBPD_03056	Unknown_Gene	Cluster_33030
Operon2018	BCBAIBPD_03057	ahcY	Cluster_33030
Operon2019	BCBAIBPD_03058	metF	Cluster_78444
Operon2020	BCBAIBPD_03059	yxeM	Cluster_94321
Operon2021	BCBAIBPD_03060	rhlE_3	Cluster_52646
Operon2022	BCBAIBPD_03061	yceI	Cluster_165550
Operon2022	BCBAIBPD_03062	yceJ	Cluster_165550
Operon2023	BCBAIBPD_03063	Unknown_Gene	Cluster_57318
Operon2024	BCBAIBPD_03064	bioA	Cluster_57318
Operon2025	BCBAIBPD_03065	rsmE	Cluster_116065
Operon2026	BCBAIBPD_03066	Unknown_Gene	Cluster_140219
Operon2027	BCBAIBPD_03067	Unknown_Gene	Cluster_46415
Operon2027	BCBAIBPD_03068	rcsC_20	Cluster_46415
Operon2027	BCBAIBPD_03069	Unknown_Gene	Cluster_46415
Operon2027	BCBAIBPD_03070	Unknown_Gene	Cluster_46415
Operon2027	BCBAIBPD_03071	pleD	Cluster_46415
Operon2027	BCBAIBPD_03072	phoP_2	Cluster_46415
Operon2028	BCBAIBPD_03073	gshB	Cluster_46415
Operon2029	BCBAIBPD_03074	Unknown_Gene	Cluster_90043
Operon2029	BCBAIBPD_03075	Unknown_Gene	Cluster_90043
Operon2029	BCBAIBPD_03076	yqgF	Cluster_90043
Operon2029	BCBAIBPD_03077	pyrR	Cluster_90043
Operon2029	BCBAIBPD_03078	pyrB	Cluster_90043
Operon2029	BCBAIBPD_03079	pyrC'	Cluster_90043
Operon2030	BCBAIBPD_03080	Unknown_Gene	Cluster_34
Operon2031	BCBAIBPD_03081	Unknown_Gene	Cluster_276
Operon2032	BCBAIBPD_03082	hslV	Cluster_276
Operon2033	BCBAIBPD_03083	hslU	Cluster_134408
Operon2034	BCBAIBPD_03084	Unknown_Gene	Cluster_92486
Operon2035	BCBAIBPD_03085	phaC	Cluster_40882
Operon2036	BCBAIBPD_03086	catD	Cluster_144528
Operon2037	BCBAIBPD_03087	Unknown_Gene	Cluster_100114
Operon2038	BCBAIBPD_03088	ubiE	Cluster_100114
Operon2038	BCBAIBPD_03089	ubiJ	Cluster_100114
Operon2038	BCBAIBPD_03090	ubiB	Cluster_100114
Operon2039	BCBAIBPD_03091	hisI	Cluster_136658
Operon2039	BCBAIBPD_03092	hisE	Cluster_136658
Operon2040	BCBAIBPD_03093	tatA	Cluster_150969
Operon2040	BCBAIBPD_03094	tatB	Cluster_150969
Operon2040	BCBAIBPD_03095	tatC	Cluster_150969
Operon2040	BCBAIBPD_03096	Unknown_Gene	Cluster_150969
Operon2041	BCBAIBPD_03097	mcpQ_1	Cluster_118829
Operon2042	BCBAIBPD_03098	mcpQ_2	Cluster_36393
Operon2043	BCBAIBPD_03099	glnQ_5	Cluster_109163
Operon2043	BCBAIBPD_03100	Unknown_Gene	Cluster_109163
Operon2044	BCBAIBPD_03101	fliY_2	Cluster_45543
Operon2045	BCBAIBPD_03102	opgH	Cluster_28117
Operon2045	BCBAIBPD_03103	mdoG	Cluster_28117
Operon2046	BCBAIBPD_03104	dtd	Cluster_68009
Operon2046	BCBAIBPD_03105	pip	Cluster_68009
Operon2047	BCBAIBPD_03106	Unknown_Gene	Cluster_68009
Operon2048	BCBAIBPD_03107	Unknown_Gene	Cluster_140988
Operon2048	BCBAIBPD_03108	hutI	Cluster_140988
Operon2048	BCBAIBPD_03109	proY	Cluster_140988
Operon2049	BCBAIBPD_03110	hutH	Cluster_118327
Operon2050	BCBAIBPD_03111	hutU	Cluster_92487
Operon2051	BCBAIBPD_03112	ves	Cluster_112015
Operon2051	BCBAIBPD_03113	nagR	Cluster_112015
Operon2052	BCBAIBPD_03114	Unknown_Gene	Cluster_112015
Operon2053	BCBAIBPD_03115	blc_2	Cluster_10985
Operon2053	BCBAIBPD_03116	Unknown_Gene	Cluster_10985
Operon2054	BCBAIBPD_03117	Unknown_Gene	Cluster_45446
Operon2054	BCBAIBPD_03118	fbp_2	Cluster_45446
Operon2055	BCBAIBPD_03119	malP	Cluster_65844
Operon2056	BCBAIBPD_03120	Unknown_Gene	Cluster_65844
Operon2057	BCBAIBPD_03121	typA	Cluster_97279
Operon2058	BCBAIBPD_03122	thiI	Cluster_13573
Operon2059	BCBAIBPD_03123	glnA	Cluster_13573
Operon2060	BCBAIBPD_03124	Unknown_Gene	Cluster_83286
Operon2061	BCBAIBPD_03125	glnL	Cluster_42174
Operon2061	BCBAIBPD_03126	glnG	Cluster_42174
Operon2062	BCBAIBPD_03127	Unknown_Gene	Cluster_133577
Operon2063	BCBAIBPD_03128	trmL	Cluster_133577
Operon2064	BCBAIBPD_03129	secB	Cluster_160460
Operon2064	BCBAIBPD_03130	grxC	Cluster_160460
Operon2064	BCBAIBPD_03131	yibN	Cluster_160460
Operon2065	BCBAIBPD_03132	gpmI	Cluster_56521
Operon2066	BCBAIBPD_03133	envC	Cluster_102813
Operon2067	BCBAIBPD_03134	Unknown_Gene	Cluster_133690
Operon2067	BCBAIBPD_03135	Unknown_Gene	Cluster_133690
Operon2068	BCBAIBPD_03136	Unknown_Gene	Cluster_127874
Operon2069	BCBAIBPD_03137	caiT	Cluster_13141
Operon2070	BCBAIBPD_03138	betI	Cluster_13141
Operon2070	BCBAIBPD_03139	betB	Cluster_13141
Operon2071	BCBAIBPD_03140	betA	Cluster_85816
Operon2072	BCBAIBPD_03141	hisF	Cluster_129211
Operon2073	BCBAIBPD_03142	hisA	Cluster_40551
Operon2073	BCBAIBPD_03143	Unknown_Gene	Cluster_40551
Operon2073	BCBAIBPD_03144	hisH	Cluster_40551
Operon2073	BCBAIBPD_03145	hisB	Cluster_40551
Operon2074	BCBAIBPD_03146	Unknown_Gene	Cluster_35178
Operon2075	BCBAIBPD_03147	Unknown_Gene	Cluster_35178
Operon2075	BCBAIBPD_03148	mutY	Cluster_35178
Operon2075	BCBAIBPD_03149	Unknown_Gene	Cluster_35178
Operon2076	BCBAIBPD_03150	Unknown_Gene	Cluster_122602
Operon2077	BCBAIBPD_03151	ppk2	Cluster_51228
Operon2078	BCBAIBPD_03152	Unknown_Gene	Cluster_126078
Operon2079	BCBAIBPD_03153	gabP_3	Cluster_5900
Operon2080	BCBAIBPD_03154	occP	Cluster_5900
Operon2080	BCBAIBPD_03155	artJ	Cluster_5900
Operon2081	BCBAIBPD_03156	artQ	Cluster_150972
Operon2081	BCBAIBPD_03157	occM_2	Cluster_150972
Operon2082	BCBAIBPD_03158	Unknown_Gene	Cluster_108244
Operon2083	BCBAIBPD_03159	Unknown_Gene	Cluster_7160
Operon2084	BCBAIBPD_03160	Unknown_Gene	Cluster_7160
Operon2085	BCBAIBPD_03161	Unknown_Gene	Cluster_118337
Operon2086	BCBAIBPD_03162	Unknown_Gene	Cluster_20927
Operon2087	BCBAIBPD_03163	Unknown_Gene	Cluster_149166
Operon2087	BCBAIBPD_03164	Unknown_Gene	Cluster_149166
Operon2087	BCBAIBPD_03165	Unknown_Gene	Cluster_149166
Operon2088	BCBAIBPD_03166	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2089	BCBAIBPD_03167	yccS	Cluster_100113
Operon2090	BCBAIBPD_03168	Unknown_Gene	Cluster_85622
Operon2091	BCBAIBPD_03169	dbpA_2	Cluster_142836
Operon2092	BCBAIBPD_03170	hsrA	Cluster_116948
Operon2093	BCBAIBPD_03171	Unknown_Gene	Cluster_104740
Operon2093	BCBAIBPD_03172	Unknown_Gene	Cluster_104740
Operon2094	BCBAIBPD_03173	hdfR_6	Cluster_41055
Operon2095	BCBAIBPD_03174	eamA_1	Cluster_41055
Operon2096	BCBAIBPD_03175	dmdC_3	Cluster_43966
Operon2097	BCBAIBPD_03176	putA	Cluster_23223
Operon2098	BCBAIBPD_03177	putP	Cluster_23223
Operon2099	BCBAIBPD_03178	rlmJ	Cluster_72413
Operon2100	BCBAIBPD_03179	tobZ	Cluster_48661
Operon2100	BCBAIBPD_03180	mshA_2	Cluster_48661
Operon2100	BCBAIBPD_03181	Unknown_Gene	Cluster_48661
Operon2100	BCBAIBPD_03182	Unknown_Gene	Cluster_48661
Operon2100	BCBAIBPD_03183	mshA_3	Cluster_48661
Operon2100	BCBAIBPD_03184	Unknown_Gene	Cluster_48661
Operon2100	BCBAIBPD_03185	dapH_1	Cluster_48661
Operon2101	BCBAIBPD_03186	Unknown_Gene	Cluster_67209
Operon2101	BCBAIBPD_03187	Unknown_Gene	Cluster_67209
Operon2102	BCBAIBPD_03188	msbA	Cluster_67209
Operon2103	BCBAIBPD_03189	hldE	Cluster_96689
Operon2104	BCBAIBPD_03190	Unknown_Gene	Cluster_156878
Operon2104	BCBAIBPD_03191	Unknown_Gene	Cluster_156878
