GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2222
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	JLPMBEPE_00001	xerC_1	Cluster_29991
Operon2005	JLPMBEPE_03133	nucM	Cluster_90022
Operon2005	JLPMBEPE_03134	Unknown_Gene	Cluster_90022
Operon2006	JLPMBEPE_03135	btuB_6	Cluster_90022
Operon2007	JLPMBEPE_03136	ansB_1	Cluster_18448
Operon2008	JLPMBEPE_03137	rbsB	Cluster_18448
Operon2008	JLPMBEPE_03138	araG	Cluster_18448
Operon2008	JLPMBEPE_03139	rbsC	Cluster_18448
Operon2008	JLPMBEPE_03140	purR	Cluster_18448
Operon2008	JLPMBEPE_03141	rbsK	Cluster_18448
Operon2008	JLPMBEPE_03142	rbsD	Cluster_18448
Operon2009	JLPMBEPE_03143	rihA	Cluster_80934
Operon2010	JLPMBEPE_03144	Unknown_Gene	Cluster_36854
Operon2011	JLPMBEPE_03145	Unknown_Gene	Cluster_36854
Operon2012	JLPMBEPE_03146	capB_1	Cluster_76266
Operon2013	JLPMBEPE_03147	Unknown_Gene	Cluster_24969
Operon2014	JLPMBEPE_03148	thrS	Cluster_24969
Operon2014	JLPMBEPE_03149	infC	Cluster_24969
Operon2015	JLPMBEPE_03150	rpmI	Cluster_144444
Operon2015	JLPMBEPE_03151	rplT	Cluster_144444
Operon2016	JLPMBEPE_03152	pheS	Cluster_110435
Operon2016	JLPMBEPE_03153	pheT	Cluster_110435
Operon2016	JLPMBEPE_03154	ihfA	Cluster_110435
Operon2016	JLPMBEPE_03155	Unknown_Gene	Cluster_110435
Operon2017	JLPMBEPE_03156	Unknown_Gene	Cluster_109135
Operon2018	JLPMBEPE_03157	Unknown_Gene	Cluster_467
Operon2018	JLPMBEPE_03158	Unknown_Gene	Cluster_467
Operon2018	JLPMBEPE_03159	Unknown_Gene	Cluster_467
Operon2019	JLPMBEPE_03160	Unknown_Gene	Cluster_9454
Operon2020	JLPMBEPE_03161	Unknown_Gene	Cluster_9454
Operon2021	JLPMBEPE_03162	traC	Cluster_125768
Operon2022	JLPMBEPE_03163	Unknown_Gene	Cluster_33163
Operon2023	JLPMBEPE_03164	Unknown_Gene	Cluster_1921
Operon2024	JLPMBEPE_03165	Unknown_Gene	Cluster_52533
Operon2024	JLPMBEPE_03166	Unknown_Gene	Cluster_52533
Operon2024	JLPMBEPE_03167	Unknown_Gene	Cluster_52533
Operon2024	JLPMBEPE_03168	Unknown_Gene	Cluster_52533
Operon2025	JLPMBEPE_03169	Unknown_Gene	Cluster_8511
Operon2025	JLPMBEPE_03170	Unknown_Gene	Cluster_8511
Operon2025	JLPMBEPE_03171	Unknown_Gene	Cluster_8511
Operon2025	JLPMBEPE_03172	Unknown_Gene	Cluster_8511
Operon2025	JLPMBEPE_03173	Unknown_Gene	Cluster_8511
Operon2025	JLPMBEPE_03174	Unknown_Gene	Cluster_8511
Operon2025	JLPMBEPE_03175	Unknown_Gene	Cluster_8511
Operon2025	JLPMBEPE_03176	Unknown_Gene	Cluster_8511
Operon2025	JLPMBEPE_03177	Unknown_Gene	Cluster_8511
Operon2026	JLPMBEPE_03178	Unknown_Gene	Cluster_5211
Operon2026	JLPMBEPE_03179	Unknown_Gene	Cluster_5211
Operon2027	JLPMBEPE_03180	Unknown_Gene	Cluster_5211
Operon2027	JLPMBEPE_03181	Unknown_Gene	Cluster_5211
Operon2027	JLPMBEPE_03182	Unknown_Gene	Cluster_5211
Operon2028	JLPMBEPE_03183	Unknown_Gene	Cluster_95657
Operon2028	JLPMBEPE_03184	Unknown_Gene	Cluster_95657
Operon2028	JLPMBEPE_03185	Unknown_Gene	Cluster_95657
Operon2028	JLPMBEPE_03186	Unknown_Gene	Cluster_95657
Operon2028	JLPMBEPE_03187	Unknown_Gene	Cluster_95657
Operon2028	JLPMBEPE_03188	Unknown_Gene	Cluster_95657
Operon2028	JLPMBEPE_03189	Unknown_Gene	Cluster_95657
Operon2029	JLPMBEPE_03190	Unknown_Gene	Cluster_142504
Operon2030	JLPMBEPE_03191	Unknown_Gene	Cluster_140283
Operon2031	JLPMBEPE_03192	Unknown_Gene	Cluster_140922
Operon2032	JLPMBEPE_03193	Unknown_Gene	Cluster_3321
Operon2033	JLPMBEPE_03194	topB_2	Cluster_118776
Operon2034	JLPMBEPE_03195	Unknown_Gene	Cluster_89815
Operon2035	JLPMBEPE_03196	Unknown_Gene	Cluster_89815
Operon2036	JLPMBEPE_03197	Unknown_Gene	Cluster_83848
Operon2036	JLPMBEPE_03198	Unknown_Gene	Cluster_83848
Operon2036	JLPMBEPE_03199	Unknown_Gene	Cluster_83848
Operon2037	JLPMBEPE_03200	Unknown_Gene	Cluster_108192
Operon2037	JLPMBEPE_03201	Unknown_Gene	Cluster_108192
Operon2037	JLPMBEPE_03202	Unknown_Gene	Cluster_108192
Operon2037	JLPMBEPE_03203	pomZ	Cluster_108192
Operon2037	JLPMBEPE_03204	Unknown_Gene	Cluster_108192
Operon2038	JLPMBEPE_03205	Unknown_Gene	Cluster_7279
Operon2039	JLPMBEPE_03206	livQ	Cluster_27635
Operon2039	JLPMBEPE_03207	afr	Cluster_27635
Operon2039	JLPMBEPE_03208	fucP_1	Cluster_27635
Operon2040	JLPMBEPE_03209	rhaR_4	Cluster_27635
Operon2041	JLPMBEPE_03210	malI	Cluster_12035
Operon2042	JLPMBEPE_03211	carA_2	Cluster_12035
Operon2042	JLPMBEPE_03212	crt_2	Cluster_12035
Operon2042	JLPMBEPE_03213	gbsA	Cluster_12035
Operon2043	JLPMBEPE_03214	fabG_8	Cluster_149905
Operon2043	JLPMBEPE_03215	alkJ_1	Cluster_149905
Operon2043	JLPMBEPE_03216	Unknown_Gene	Cluster_149905
Operon2044	JLPMBEPE_03217	abaF_4	Cluster_136337
Operon2044	JLPMBEPE_03218	fucP_2	Cluster_136337
Operon2045	JLPMBEPE_03219	lamB	Cluster_66141
Operon2046	JLPMBEPE_03220	copA_3	NO_CLUSTER_ASSOCIATION_FOUND
Operon2046	JLPMBEPE_03221	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2046	JLPMBEPE_03222	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2047	JLPMBEPE_03223	hemN	Cluster_113419
Operon2048	JLPMBEPE_03224	anr	Cluster_65353
Operon2049	JLPMBEPE_03225	apt	Cluster_149750
Operon2050	JLPMBEPE_03226	recR	Cluster_23208
Operon2051	JLPMBEPE_03227	ybaB	Cluster_141997
Operon2052	JLPMBEPE_03228	ruvB_2	Cluster_100007
Operon2053	JLPMBEPE_03229	Unknown_Gene	Cluster_100007
Operon2054	JLPMBEPE_03230	Unknown_Gene	Cluster_3878
Operon2055	JLPMBEPE_03231	Unknown_Gene	Cluster_3878
Operon2056	JLPMBEPE_03232	Unknown_Gene	Cluster_128024
Operon2057	JLPMBEPE_03233	cueR_2	Cluster_128024
Operon2058	JLPMBEPE_03234	ligA_2	Cluster_48318
Operon2059	JLPMBEPE_03235	zipA	Cluster_50292
Operon2060	JLPMBEPE_03236	smc	Cluster_38655
Operon2060	JLPMBEPE_03237	rspR_2	Cluster_38655
Operon2061	JLPMBEPE_03238	Unknown_Gene	Cluster_38655
Operon2061	JLPMBEPE_03239	pucD	Cluster_38655
Operon2062	JLPMBEPE_03240	Unknown_Gene	Cluster_84044
Operon2062	JLPMBEPE_03241	guaD	Cluster_84044
Operon2063	JLPMBEPE_03242	aqpZ	Cluster_82784
Operon2064	JLPMBEPE_03243	nanR_2	Cluster_35034
Operon2065	JLPMBEPE_03244	adeP_1	Cluster_35034
Operon2066	JLPMBEPE_03245	Unknown_Gene	Cluster_118746
Operon2067	JLPMBEPE_03246	pucM	Cluster_18692
Operon2068	JLPMBEPE_03247	Unknown_Gene	Cluster_18692
Operon2068	JLPMBEPE_03248	uao	Cluster_18692
Operon2068	JLPMBEPE_03249	allA	Cluster_18692
Operon2068	JLPMBEPE_03250	Unknown_Gene	Cluster_18692
Operon2069	JLPMBEPE_03251	uacT_2	Cluster_54767
Operon2070	JLPMBEPE_03252	Unknown_Gene	Cluster_136976
Operon2071	JLPMBEPE_03253	Unknown_Gene	Cluster_21674
Operon2072	JLPMBEPE_03254	yedI	Cluster_94425
Operon2073	JLPMBEPE_03255	rutR_4	Cluster_94425
Operon2074	JLPMBEPE_03256	Unknown_Gene	Cluster_41534
Operon2075	JLPMBEPE_03257	gcl	Cluster_41534
Operon2076	JLPMBEPE_03258	hyi	Cluster_150757
Operon2077	JLPMBEPE_03259	glxR	Cluster_151673
Operon2078	JLPMBEPE_03260	ttuD	Cluster_40844
Operon2078	JLPMBEPE_03261	ttuE	Cluster_40844
Operon2079	JLPMBEPE_03262	Unknown_Gene	Cluster_61650
Operon2079	JLPMBEPE_03263	Unknown_Gene	Cluster_61650
Operon2080	JLPMBEPE_03264	sbp_2	Cluster_54766
Operon2081	JLPMBEPE_03265	Unknown_Gene	Cluster_56527
Operon2082	JLPMBEPE_03266	rlmL_2	Cluster_86063
Operon2083	JLPMBEPE_03267	Unknown_Gene	Cluster_93829
Operon2084	JLPMBEPE_03268	lrpC	Cluster_93829
Operon2085	JLPMBEPE_03269	pucI_3	Cluster_8852
Operon2085	JLPMBEPE_03270	hyuE	Cluster_8852
Operon2086	JLPMBEPE_03271	dadA1_4	Cluster_158190
Operon2086	JLPMBEPE_03272	Unknown_Gene	Cluster_158190
Operon2087	JLPMBEPE_03273	fbp_2	Cluster_129386
Operon2088	JLPMBEPE_03274	Unknown_Gene	Cluster_61981
Operon2089	JLPMBEPE_03275	phzF	Cluster_153165
Operon2090	JLPMBEPE_03276	Unknown_Gene	Cluster_143305
Operon2091	JLPMBEPE_03277	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2092	JLPMBEPE_03278	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2093	JLPMBEPE_03279	mltF_5	Cluster_144686
Operon2094	JLPMBEPE_03280	Unknown_Gene	Cluster_144686
Operon2094	JLPMBEPE_03281	epsF_3	Cluster_144686
Operon2095	JLPMBEPE_03282	moxC_1	Cluster_90018
Operon2096	JLPMBEPE_03283	ssuA_3	Cluster_31378
Operon2097	JLPMBEPE_03284	Unknown_Gene	Cluster_31378
Operon2097	JLPMBEPE_03285	glpE_2	Cluster_31378
Operon2098	JLPMBEPE_03286	bepF_2	Cluster_73739
Operon2098	JLPMBEPE_03287	oqxB9	Cluster_73739
Operon2098	JLPMBEPE_03288	ttgI_2	Cluster_73739
Operon2099	JLPMBEPE_03289	bepA_3	Cluster_36675
Operon2100	JLPMBEPE_03290	rcsC_12	Cluster_131551
Operon2101	JLPMBEPE_03291	rcsC_13	Cluster_66997
Operon2102	JLPMBEPE_03292	Unknown_Gene	Cluster_66997
Operon2103	JLPMBEPE_03293	Unknown_Gene	Cluster_94556
Operon2104	JLPMBEPE_03294	hpd	Cluster_31881
Operon2105	JLPMBEPE_03295	pdeG	Cluster_31881
Operon2105	JLPMBEPE_03296	rarD_2	Cluster_31881
Operon2106	JLPMBEPE_03297	Unknown_Gene	Cluster_37987
Operon2107	JLPMBEPE_03298	eamB_1	Cluster_37987
Operon2108	JLPMBEPE_03299	rhaR_5	Cluster_160113
Operon2108	JLPMBEPE_03300	Unknown_Gene	Cluster_160113
Operon2109	JLPMBEPE_03301	Unknown_Gene	Cluster_28693
Operon2110	JLPMBEPE_03302	Unknown_Gene	Cluster_28693
Operon2110	JLPMBEPE_03303	Unknown_Gene	Cluster_28693
Operon2111	JLPMBEPE_03304	gapN	Cluster_85209
Operon2112	JLPMBEPE_03305	Unknown_Gene	Cluster_109442
Operon2113	JLPMBEPE_03306	Unknown_Gene	Cluster_153166
Operon2114	JLPMBEPE_03307	Unknown_Gene	Cluster_49053
Operon2115	JLPMBEPE_03308	Unknown_Gene	Cluster_49053
Operon2116	JLPMBEPE_03309	Unknown_Gene	Cluster_106373
Operon2117	JLPMBEPE_03310	Unknown_Gene	Cluster_98456
Operon2118	JLPMBEPE_03311	Unknown_Gene	Cluster_62098
Operon2119	JLPMBEPE_03312	Unknown_Gene	Cluster_50015
Operon2120	JLPMBEPE_03313	Unknown_Gene	Cluster_115584
Operon2121	JLPMBEPE_03314	Unknown_Gene	Cluster_76641
Operon2122	JLPMBEPE_03315	Unknown_Gene	Cluster_10278
Operon2123	JLPMBEPE_03316	ybiT	Cluster_10278
Operon2124	JLPMBEPE_03317	yhhS_2	Cluster_65851
Operon2125	JLPMBEPE_03318	Unknown_Gene	Cluster_59773
Operon2126	JLPMBEPE_03319	yghU_2	Cluster_59773
Operon2127	JLPMBEPE_03320	QRSL1	Cluster_68653
Operon2128	JLPMBEPE_03321	dauR_1	Cluster_65413
Operon2128	JLPMBEPE_03322	psdht	Cluster_65413
Operon2129	JLPMBEPE_03323	nspC	Cluster_64914
Operon2130	JLPMBEPE_03324	Unknown_Gene	Cluster_132224
Operon2131	JLPMBEPE_03325	Unknown_Gene	Cluster_44917
Operon2132	JLPMBEPE_03326	ywqF	Cluster_44917
Operon2132	JLPMBEPE_03327	wbgU_2	Cluster_44917
Operon2132	JLPMBEPE_03328	rgtE	Cluster_44917
Operon2132	JLPMBEPE_03329	Unknown_Gene	Cluster_44917
Operon2132	JLPMBEPE_03330	arnT	Cluster_44917
Operon2133	JLPMBEPE_03331	mqo_2	Cluster_86412
Operon2134	JLPMBEPE_03332	Unknown_Gene	Cluster_86412
Operon2134	JLPMBEPE_03333	Unknown_Gene	Cluster_86412
Operon2135	JLPMBEPE_03334	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2135	JLPMBEPE_03335	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2136	JLPMBEPE_03336	pal_3	Cluster_95839
Operon2137	JLPMBEPE_03337	pyrC	Cluster_95839
Operon2137	JLPMBEPE_03338	rnt	Cluster_95839
Operon2138	JLPMBEPE_03339	ahpC_2	Cluster_50901
Operon2139	JLPMBEPE_03340	Unknown_Gene	Cluster_50901
Operon2140	JLPMBEPE_03341	bfr_2	Cluster_58802
Operon2141	JLPMBEPE_03342	grxD	Cluster_123108
Operon2142	JLPMBEPE_03343	napA_1	Cluster_19144
Operon2143	JLPMBEPE_03344	argF	Cluster_19144
Operon2143	JLPMBEPE_03345	btuD_4	Cluster_19144
Operon2144	JLPMBEPE_03346	ybaK	Cluster_31169
Operon2145	JLPMBEPE_03347	glpF	Cluster_31169
Operon2146	JLPMBEPE_03348	glpK	Cluster_153144
Operon2147	JLPMBEPE_03349	glpR	Cluster_115228
Operon2148	JLPMBEPE_03350	glpD	Cluster_72871
Operon2149	JLPMBEPE_03351	Unknown_Gene	Cluster_25562
Operon2150	JLPMBEPE_03352	gltI_2	Cluster_25562
Operon2151	JLPMBEPE_03353	gltJ_2	Cluster_86326
Operon2151	JLPMBEPE_03354	gltK_2	Cluster_86326
Operon2151	JLPMBEPE_03355	glnQ_7	Cluster_86326
Operon2152	JLPMBEPE_03356	dctB_2	Cluster_138814
Operon2152	JLPMBEPE_03357	dctD_2	Cluster_138814
Operon2152	JLPMBEPE_03358	ydgC	Cluster_138814
Operon2153	JLPMBEPE_03359	rdmC	Cluster_60819
Operon2154	JLPMBEPE_03360	metR_3	Cluster_60819
Operon2155	JLPMBEPE_03361	Unknown_Gene	Cluster_56533
Operon2156	JLPMBEPE_03362	rhlB_1	Cluster_56533
Operon2157	JLPMBEPE_03363	Unknown_Gene	Cluster_44803
Operon2158	JLPMBEPE_03364	proY_2	Cluster_19735
Operon2159	JLPMBEPE_03365	Unknown_Gene	Cluster_19735
Operon2160	JLPMBEPE_03366	Unknown_Gene	Cluster_124557
Operon2160	JLPMBEPE_03367	yqjH	Cluster_124557
Operon2161	JLPMBEPE_03368	Unknown_Gene	Cluster_158713
Operon2161	JLPMBEPE_03369	Unknown_Gene	Cluster_158713
Operon2162	JLPMBEPE_03370	Unknown_Gene	Cluster_158713
Operon2163	JLPMBEPE_03371	oprB_6	Cluster_29228
Operon2163	JLPMBEPE_03372	gcd	Cluster_29228
Operon2164	JLPMBEPE_03373	lon_1	Cluster_42435
Operon2165	JLPMBEPE_03374	Unknown_Gene	Cluster_110519
Operon2166	JLPMBEPE_03375	cmoA	Cluster_124559
Operon2166	JLPMBEPE_03376	cmoB	Cluster_124559
Operon2167	JLPMBEPE_03377	Unknown_Gene	Cluster_24514
Operon2168	JLPMBEPE_03378	czcR_1	Cluster_24514
Operon2169	JLPMBEPE_03379	Unknown_Gene	Cluster_35787
Operon2169	JLPMBEPE_03380	rssB_3	Cluster_35787
Operon2170	JLPMBEPE_03381	Unknown_Gene	Cluster_35787
Operon2171	JLPMBEPE_03382	mlaA_1	Cluster_59226
Operon2172	JLPMBEPE_03383	phnX_3	Cluster_59226
Operon2173	JLPMBEPE_03384	Unknown_Gene	Cluster_101371
Operon2174	JLPMBEPE_03385	queF	Cluster_139620
Operon2175	JLPMBEPE_03386	Unknown_Gene	Cluster_67186
Operon2176	JLPMBEPE_03387	copR	Cluster_67186
Operon2176	JLPMBEPE_03388	cusS	Cluster_67186
Operon2177	JLPMBEPE_03389	lolE_1	Cluster_145153
Operon2178	JLPMBEPE_03390	lolD_1	Cluster_121700
Operon2178	JLPMBEPE_03391	lolE_2	Cluster_121700
Operon2179	JLPMBEPE_03392	Unknown_Gene	Cluster_121700
Operon2179	JLPMBEPE_03393	ugpQ	Cluster_121700
Operon2180	JLPMBEPE_03394	sthA	Cluster_57985
Operon2181	JLPMBEPE_03395	apbE	Cluster_55467
Operon2182	JLPMBEPE_03396	gap2	Cluster_63233
Operon2183	JLPMBEPE_03397	mfd	Cluster_63233
Operon2183	JLPMBEPE_03398	Unknown_Gene	Cluster_63233
Operon2183	JLPMBEPE_03399	Unknown_Gene	Cluster_63233
Operon2184	JLPMBEPE_03400	nagZ_1	Cluster_53718
Operon2184	JLPMBEPE_03401	Unknown_Gene	Cluster_53718
Operon2184	JLPMBEPE_03402	Unknown_Gene	Cluster_53718
Operon2185	JLPMBEPE_03403	lexA_3	Cluster_53718
Operon2185	JLPMBEPE_03404	sulA_2	Cluster_53718
Operon2186	JLPMBEPE_03405	Unknown_Gene	Cluster_153837
Operon2187	JLPMBEPE_03406	Unknown_Gene	Cluster_71858
Operon2188	JLPMBEPE_03407	topA	Cluster_116220
Operon2189	JLPMBEPE_03408	Unknown_Gene	Cluster_133684
Operon2190	JLPMBEPE_03409	fadA_1	Cluster_167849
Operon2190	JLPMBEPE_03410	fadB_2	Cluster_167849
Operon2191	JLPMBEPE_03411	Unknown_Gene	Cluster_109747
Operon2192	JLPMBEPE_03412	uspA2	Cluster_109747
Operon2193	JLPMBEPE_03413	uup	Cluster_51665
Operon2194	JLPMBEPE_03414	slt	Cluster_51665
Operon2195	JLPMBEPE_03415	ycbX	Cluster_150201
Operon2196	JLPMBEPE_03416	cheV_2	Cluster_24194
Operon2197	JLPMBEPE_03417	Unknown_Gene	Cluster_24194
Operon2198	JLPMBEPE_03418	Unknown_Gene	Cluster_22346
Operon2198	JLPMBEPE_03419	degU_2	Cluster_22346
Operon2199	JLPMBEPE_03420	yegS	Cluster_30568
Operon2200	JLPMBEPE_03421	Unknown_Gene	Cluster_30568
Operon2201	JLPMBEPE_03422	Unknown_Gene	Cluster_64851
Operon2201	JLPMBEPE_03423	moaB_2	Cluster_64851
Operon2202	JLPMBEPE_03424	Unknown_Gene	Cluster_64851
Operon2203	JLPMBEPE_03425	Unknown_Gene	Cluster_130759
Operon2204	JLPMBEPE_03426	ctpH	Cluster_95941
Operon2205	JLPMBEPE_03427	Unknown_Gene	Cluster_73322
Operon2206	JLPMBEPE_03428	Unknown_Gene	Cluster_73322
Operon2207	JLPMBEPE_03429	pdxB	Cluster_146411
Operon2208	JLPMBEPE_03430	tusA_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2209	JLPMBEPE_03431	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2210	JLPMBEPE_03432	nicT_2	Cluster_141048
Operon2211	JLPMBEPE_03433	yrdA_2	Cluster_116343
Operon2211	JLPMBEPE_03434	uctC_1	Cluster_116343
Operon2211	JLPMBEPE_03435	yngG_2	Cluster_116343
Operon2212	JLPMBEPE_03436	argP_6	Cluster_38586
Operon2213	JLPMBEPE_03437	Unknown_Gene	Cluster_38586
Operon2213	JLPMBEPE_03438	Unknown_Gene	Cluster_38586
Operon2213	JLPMBEPE_03439	Unknown_Gene	Cluster_38586
Operon2213	JLPMBEPE_03440	Unknown_Gene	Cluster_38586
Operon2214	JLPMBEPE_03441	alkB	Cluster_104423
Operon2215	JLPMBEPE_03442	Unknown_Gene	Cluster_73856
Operon2216	JLPMBEPE_03443	yohC_2	Cluster_126747
Operon2217	JLPMBEPE_03444	Unknown_Gene	Cluster_56863
Operon2218	JLPMBEPE_03445	alkA	Cluster_126761
Operon2219	JLPMBEPE_03446	Unknown_Gene	Cluster_120171
Operon2220	JLPMBEPE_03447	Unknown_Gene	Cluster_94233
Operon2220	JLPMBEPE_03448	eamB_2	Cluster_94233
Operon2221	JLPMBEPE_03449	Unknown_Gene	Cluster_94233
Operon2222	JLPMBEPE_03450	ssuA_4	Cluster_82285
Operon2222	JLPMBEPE_03451	gpr	Cluster_82285
Operon2222	JLPMBEPE_03452	ntaA	Cluster_82285
Operon2223	JLPMBEPE_03453	cirA	Cluster_40402
Operon2224	JLPMBEPE_03454	gntR_3	Cluster_40402
Operon2225	JLPMBEPE_03455	benM_3	Cluster_128036
Operon2226	JLPMBEPE_03456	ydbM	Cluster_39643
Operon2226	JLPMBEPE_03457	ghrA_2	Cluster_39643
Operon2226	JLPMBEPE_03458	Unknown_Gene	Cluster_39643
Operon2227	JLPMBEPE_03459	cntA_1	Cluster_82302
Operon2227	JLPMBEPE_03460	nikB	Cluster_82302
Operon2227	JLPMBEPE_03461	ddpC_3	Cluster_82302
Operon2227	JLPMBEPE_03462	gsiA	Cluster_82302
Operon2228	JLPMBEPE_03463	Unknown_Gene	Cluster_125339
Operon2229	JLPMBEPE_03464	moxC_2	Cluster_26739
Operon2229	JLPMBEPE_03465	msuD_2	Cluster_26739
Operon2230	JLPMBEPE_03466	btuB_7	Cluster_47567
Operon2231	JLPMBEPE_03467	Unknown_Gene	Cluster_17457
Operon2231	JLPMBEPE_03468	Unknown_Gene	Cluster_17457
Operon2231	JLPMBEPE_03469	cbiG	Cluster_17457
Operon2231	JLPMBEPE_03470	cobM	Cluster_17457
Operon2232	JLPMBEPE_03471	Unknown_Gene	Cluster_141185
Operon2233	JLPMBEPE_03472	bvgA_3	Cluster_45248
Operon2233	JLPMBEPE_03473	rcsC_14	Cluster_45248
Operon2234	JLPMBEPE_03474	bdlA_1	Cluster_91845
Operon2235	JLPMBEPE_03475	gntR_4	Cluster_56862
Operon2236	JLPMBEPE_03476	Unknown_Gene	Cluster_56862
Operon2237	JLPMBEPE_03477	gntT	Cluster_109153
Operon2238	JLPMBEPE_03478	Unknown_Gene	Cluster_127967
Operon2239	JLPMBEPE_03479	atoC_3	NO_CLUSTER_ASSOCIATION_FOUND
Operon2239	JLPMBEPE_03480	sasA_7	NO_CLUSTER_ASSOCIATION_FOUND
Operon2240	JLPMBEPE_03481	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2241	JLPMBEPE_03482	mqsA	Cluster_19681
Operon2242	JLPMBEPE_03483	proP_4	Cluster_135886
Operon2243	JLPMBEPE_03484	Unknown_Gene	Cluster_40414
Operon2244	JLPMBEPE_03485	Unknown_Gene	Cluster_40414
Operon2245	JLPMBEPE_03486	fecI_15	Cluster_48835
Operon2246	JLPMBEPE_03487	macA	Cluster_48835
Operon2246	JLPMBEPE_03488	macB	Cluster_48835
Operon2246	JLPMBEPE_03489	oprM_2	Cluster_48835
Operon2247	JLPMBEPE_03490	Unknown_Gene	Cluster_85799
Operon2248	JLPMBEPE_03491	Unknown_Gene	Cluster_85799
Operon2248	JLPMBEPE_03492	egtB	Cluster_85799
Operon2249	JLPMBEPE_03493	pvdA_1	Cluster_145396
Operon2249	JLPMBEPE_03494	yojI	Cluster_145396
Operon2250	JLPMBEPE_03495	Unknown_Gene	Cluster_154382
Operon2250	JLPMBEPE_03496	fpvA_5	Cluster_154382
Operon2251	JLPMBEPE_03497	aes_2	Cluster_152508
Operon2252	JLPMBEPE_03498	lgrD_1	Cluster_75370
Operon2253	JLPMBEPE_03499	lgrD_2	Cluster_70622
Operon2254	JLPMBEPE_03500	Unknown_Gene	Cluster_70622
Operon2255	JLPMBEPE_03501	dat	Cluster_54979
Operon2256	JLPMBEPE_03502	qseC_2	Cluster_43222
Operon2256	JLPMBEPE_03503	qseB_2	Cluster_43222
Operon2257	JLPMBEPE_03504	pucB	NO_CLUSTER_ASSOCIATION_FOUND
Operon2257	JLPMBEPE_03505	pucA_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2257	JLPMBEPE_03506	adhB_5	NO_CLUSTER_ASSOCIATION_FOUND
Operon2257	JLPMBEPE_03507	hcrC	NO_CLUSTER_ASSOCIATION_FOUND
Operon2257	JLPMBEPE_03508	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2258	JLPMBEPE_03509	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2259	JLPMBEPE_03510	Unknown_Gene	Cluster_143509
Operon2259	JLPMBEPE_03511	ltxB	Cluster_143509
Operon2259	JLPMBEPE_03512	prsE_2	Cluster_143509
Operon2260	JLPMBEPE_03513	cheV_3	Cluster_115974
Operon2261	JLPMBEPE_03514	Unknown_Gene	Cluster_125219
Operon2261	JLPMBEPE_03515	Unknown_Gene	Cluster_125219
Operon2262	JLPMBEPE_03516	mdtA_4	Cluster_39697
Operon2262	JLPMBEPE_03517	mdtB_3	Cluster_39697
Operon2262	JLPMBEPE_03518	czcR_2	Cluster_39697
Operon2262	JLPMBEPE_03519	sasA_8	Cluster_39697
Operon2263	JLPMBEPE_03520	Unknown_Gene	Cluster_35864
Operon2264	JLPMBEPE_03521	oprD_4	Cluster_56985
Operon2265	JLPMBEPE_03522	Unknown_Gene	Cluster_51319
Operon2266	JLPMBEPE_03523	Unknown_Gene	Cluster_58851
Operon2267	JLPMBEPE_03524	Unknown_Gene	Cluster_58851
Operon2268	JLPMBEPE_03525	fruA	Cluster_149349
Operon2268	JLPMBEPE_03526	lacC	Cluster_149349
Operon2268	JLPMBEPE_03527	Unknown_Gene	Cluster_149349
Operon2269	JLPMBEPE_03528	cra	Cluster_149349
Operon2269	JLPMBEPE_03529	yjjV	Cluster_149349
Operon2270	JLPMBEPE_03530	Unknown_Gene	Cluster_125307
Operon2270	JLPMBEPE_03531	ampD	Cluster_125307
Operon2271	JLPMBEPE_03532	Unknown_Gene	Cluster_45538
Operon2272	JLPMBEPE_03533	nadC	Cluster_45538
Operon2273	JLPMBEPE_03534	Unknown_Gene	Cluster_26903
Operon2274	JLPMBEPE_03535	cysZ	Cluster_26903
Operon2275	JLPMBEPE_03536	bdlA_2	Cluster_69085
Operon2276	JLPMBEPE_03537	mgtA_2	Cluster_69085
Operon2277	JLPMBEPE_03538	btuE_1	Cluster_86325
Operon2278	JLPMBEPE_03539	slyD	Cluster_26740
Operon2279	JLPMBEPE_03540	pta	Cluster_26740
Operon2280	JLPMBEPE_03541	yiaD	Cluster_110404
Operon2281	JLPMBEPE_03542	gloC	Cluster_62483
Operon2281	JLPMBEPE_03543	pemK	Cluster_62483
Operon2281	JLPMBEPE_03544	chpS	Cluster_62483
Operon2282	JLPMBEPE_03545	sasA_9	Cluster_78354
Operon2282	JLPMBEPE_03546	lapB	Cluster_78354
