GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2848
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	LCEOCHIL_00001	pmpR_1	Cluster_106935
Operon2299	LCEOCHIL_03657	regA	Cluster_58774
Operon2299	LCEOCHIL_03658	regB	Cluster_58774
Operon2300	LCEOCHIL_03659	Unknown_Gene	Cluster_58774
Operon2301	LCEOCHIL_03660	dppA_2	Cluster_19344
Operon2302	LCEOCHIL_03661	dppA_3	Cluster_85748
Operon2303	LCEOCHIL_03662	oprD_6	Cluster_50939
Operon2304	LCEOCHIL_03663	dppA_4	Cluster_132123
Operon2305	LCEOCHIL_03664	dppB	Cluster_123079
Operon2305	LCEOCHIL_03665	dppC	Cluster_123079
Operon2305	LCEOCHIL_03666	dppD	Cluster_123079
Operon2305	LCEOCHIL_03667	oppF	Cluster_123079
Operon2306	LCEOCHIL_03668	Unknown_Gene	Cluster_19351
Operon2307	LCEOCHIL_03669	metG_1	Cluster_19351
Operon2308	LCEOCHIL_03670	Unknown_Gene	Cluster_8858
Operon2309	LCEOCHIL_03671	mnmC_2	Cluster_142437
Operon2309	LCEOCHIL_03672	Unknown_Gene	Cluster_142437
Operon2310	LCEOCHIL_03673	spuD_3	Cluster_152350
Operon2311	LCEOCHIL_03674	prfC	Cluster_8623
Operon2312	LCEOCHIL_03675	osmY	Cluster_8623
Operon2312	LCEOCHIL_03676	osmX	Cluster_8623
Operon2312	LCEOCHIL_03677	osmW	Cluster_8623
Operon2312	LCEOCHIL_03678	osmV	Cluster_8623
Operon2313	LCEOCHIL_03679	fecA	Cluster_109793
Operon2314	LCEOCHIL_03680	Unknown_Gene	Cluster_11285
Operon2314	LCEOCHIL_03681	fecI_5	Cluster_11285
Operon2315	LCEOCHIL_03682	ldc	Cluster_11285
Operon2316	LCEOCHIL_03683	Unknown_Gene	Cluster_51622
Operon2316	LCEOCHIL_03684	Unknown_Gene	Cluster_51622
Operon2317	LCEOCHIL_03685	bfrD	Cluster_51622
Operon2318	LCEOCHIL_03686	Unknown_Gene	Cluster_59617
Operon2319	LCEOCHIL_03687	yafV	Cluster_20597
Operon2319	LCEOCHIL_03688	ybdL	Cluster_20597
Operon2320	LCEOCHIL_03689	Unknown_Gene	Cluster_95356
Operon2321	LCEOCHIL_03690	Unknown_Gene	Cluster_123762
Operon2322	LCEOCHIL_03691	der_1	Cluster_104851
Operon2323	LCEOCHIL_03692	bamB	Cluster_124198
Operon2323	LCEOCHIL_03693	Unknown_Gene	Cluster_124198
Operon2323	LCEOCHIL_03694	hisS	Cluster_124198
Operon2323	LCEOCHIL_03695	ispG	Cluster_124198
Operon2323	LCEOCHIL_03696	rodZ	Cluster_124198
Operon2323	LCEOCHIL_03697	Unknown_Gene	Cluster_124198
Operon2323	LCEOCHIL_03698	rlmN	Cluster_124198
Operon2323	LCEOCHIL_03699	ndk	Cluster_124198
Operon2324	LCEOCHIL_03700	iscX	Cluster_68244
Operon2324	LCEOCHIL_03701	fdx_1	Cluster_68244
Operon2324	LCEOCHIL_03702	hscA	Cluster_68244
Operon2324	LCEOCHIL_03703	hscB	Cluster_68244
Operon2324	LCEOCHIL_03704	iscA	Cluster_68244
Operon2324	LCEOCHIL_03705	iscU	Cluster_68244
Operon2324	LCEOCHIL_03706	iscS_2	Cluster_68244
Operon2324	LCEOCHIL_03707	iscR	Cluster_68244
Operon2325	LCEOCHIL_03708	cysE	Cluster_82776
Operon2325	LCEOCHIL_03709	trmJ	Cluster_82776
Operon2326	LCEOCHIL_03710	suhB	Cluster_82776
Operon2327	LCEOCHIL_03711	Unknown_Gene	Cluster_100708
Operon2328	LCEOCHIL_03712	secF	Cluster_142276
Operon2328	LCEOCHIL_03713	secD	Cluster_142276
Operon2329	LCEOCHIL_03714	yajC	Cluster_158870
Operon2329	LCEOCHIL_03715	tgt	Cluster_158870
Operon2329	LCEOCHIL_03716	queA	Cluster_158870
Operon2330	LCEOCHIL_03717	Unknown_Gene	Cluster_111336
Operon2331	LCEOCHIL_03718	intS_2	Cluster_56876
Operon2331	LCEOCHIL_03719	Unknown_Gene	Cluster_56876
Operon2332	LCEOCHIL_03720	Unknown_Gene	Cluster_87735
Operon2333	LCEOCHIL_03721	Unknown_Gene	Cluster_19640
Operon2334	LCEOCHIL_03722	Unknown_Gene	Cluster_33060
Operon2334	LCEOCHIL_03723	Unknown_Gene	Cluster_33060
Operon2334	LCEOCHIL_03724	Unknown_Gene	Cluster_33060
Operon2335	LCEOCHIL_03725	Unknown_Gene	Cluster_10098
Operon2336	LCEOCHIL_03726	Unknown_Gene	Cluster_75402
Operon2336	LCEOCHIL_03727	Unknown_Gene	Cluster_75402
Operon2337	LCEOCHIL_03728	Unknown_Gene	Cluster_20698
Operon2337	LCEOCHIL_03729	Unknown_Gene	Cluster_20698
Operon2338	LCEOCHIL_03730	Unknown_Gene	Cluster_132396
Operon2339	LCEOCHIL_03731	Unknown_Gene	Cluster_111683
Operon2340	LCEOCHIL_03732	dadA1_2	Cluster_111683
Operon2340	LCEOCHIL_03733	gltI_1	Cluster_111683
Operon2341	LCEOCHIL_03734	Unknown_Gene	Cluster_111959
Operon2342	LCEOCHIL_03735	Unknown_Gene	Cluster_128884
Operon2343	LCEOCHIL_03736	phnE	Cluster_96614
Operon2343	LCEOCHIL_03737	Unknown_Gene	Cluster_96614
Operon2343	LCEOCHIL_03738	metN_2	Cluster_96614
Operon2343	LCEOCHIL_03739	phnD1	Cluster_96614
Operon2344	LCEOCHIL_03740	selD	Cluster_96614
Operon2345	LCEOCHIL_03741	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2346	LCEOCHIL_03742	purM	NO_CLUSTER_ASSOCIATION_FOUND
Operon2346	LCEOCHIL_03743	purN	NO_CLUSTER_ASSOCIATION_FOUND
Operon2346	LCEOCHIL_03744	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2347	LCEOCHIL_03745	Unknown_Gene	Cluster_46997
Operon2348	LCEOCHIL_03746	Unknown_Gene	Cluster_86379
Operon2348	LCEOCHIL_03747	mazG	Cluster_86379
Operon2349	LCEOCHIL_03748	relA	Cluster_119537
Operon2350	LCEOCHIL_03749	rlmD	Cluster_60428
Operon2350	LCEOCHIL_03750	cysM	Cluster_60428
Operon2351	LCEOCHIL_03751	pfeS	Cluster_62415
Operon2351	LCEOCHIL_03752	cpxR_1	Cluster_62415
Operon2352	LCEOCHIL_03753	barA	Cluster_62415
Operon2353	LCEOCHIL_03754	ldhA	Cluster_73820
Operon2353	LCEOCHIL_03755	Unknown_Gene	Cluster_73820
Operon2353	LCEOCHIL_03756	Unknown_Gene	Cluster_73820
Operon2354	LCEOCHIL_03757	resA_2	Cluster_127316
Operon2355	LCEOCHIL_03758	yfgD	Cluster_127316
Operon2355	LCEOCHIL_03759	Unknown_Gene	Cluster_127316
Operon2355	LCEOCHIL_03760	Unknown_Gene	Cluster_127316
Operon2356	LCEOCHIL_03761	Unknown_Gene	Cluster_39863
Operon2356	LCEOCHIL_03762	ttcA	Cluster_39863
Operon2357	LCEOCHIL_03763	yohC_2	Cluster_39863
Operon2358	LCEOCHIL_03764	sprT	Cluster_94441
Operon2359	LCEOCHIL_03765	fpr_2	Cluster_102014
Operon2360	LCEOCHIL_03766	cmpR_6	Cluster_102014
Operon2361	LCEOCHIL_03767	dgkA	Cluster_135079
Operon2362	LCEOCHIL_03768	lnrK	Cluster_132144
Operon2363	LCEOCHIL_03769	Unknown_Gene	Cluster_51648
Operon2364	LCEOCHIL_03770	Unknown_Gene	Cluster_51648
Operon2365	LCEOCHIL_03771	Unknown_Gene	Cluster_76297
Operon2366	LCEOCHIL_03772	Unknown_Gene	Cluster_76297
Operon2367	LCEOCHIL_03773	recX	Cluster_141088
Operon2368	LCEOCHIL_03774	recA	Cluster_114403
Operon2369	LCEOCHIL_03775	pncC_1	Cluster_61636
Operon2370	LCEOCHIL_03776	Unknown_Gene	Cluster_64967
Operon2371	LCEOCHIL_03777	mutS	Cluster_64967
Operon2372	LCEOCHIL_03778	fdxA	Cluster_89022
Operon2373	LCEOCHIL_03779	rpoS	Cluster_110439
Operon2374	LCEOCHIL_03780	nlpD	Cluster_52321
Operon2375	LCEOCHIL_03781	pcm	Cluster_59213
Operon2375	LCEOCHIL_03782	surE	Cluster_59213
Operon2375	LCEOCHIL_03783	truD	Cluster_59213
Operon2375	LCEOCHIL_03784	ispF	Cluster_59213
Operon2376	LCEOCHIL_03785	yeiG	Cluster_111804
Operon2376	LCEOCHIL_03786	frmA_2	Cluster_111804
Operon2377	LCEOCHIL_03787	dmlR_15	Cluster_111804
Operon2378	LCEOCHIL_03788	ispD	Cluster_73774
Operon2378	LCEOCHIL_03789	ftsB	Cluster_73774
Operon2379	LCEOCHIL_03790	eno	Cluster_81074
Operon2380	LCEOCHIL_03791	kdsA	Cluster_37547
Operon2380	LCEOCHIL_03792	pyrG	Cluster_37547
Operon2381	LCEOCHIL_03793	tilS	Cluster_84970
Operon2382	LCEOCHIL_03794	accA	Cluster_111408
Operon2383	LCEOCHIL_03795	dnaE	Cluster_64966
Operon2384	LCEOCHIL_03796	rnhB	Cluster_106679
Operon2384	LCEOCHIL_03797	lpxB	Cluster_106679
Operon2384	LCEOCHIL_03798	lpxA	Cluster_106679
Operon2384	LCEOCHIL_03799	fabZ	Cluster_106679
Operon2385	LCEOCHIL_03800	lpxD	Cluster_131515
Operon2385	LCEOCHIL_03801	Unknown_Gene	Cluster_131515
Operon2385	LCEOCHIL_03802	bamA_1	Cluster_131515
Operon2386	LCEOCHIL_03803	rseP	Cluster_136553
Operon2387	LCEOCHIL_03804	dxr	Cluster_67594
Operon2387	LCEOCHIL_03805	cdsA	Cluster_67594
Operon2387	LCEOCHIL_03806	ispU	Cluster_67594
Operon2387	LCEOCHIL_03807	frr	Cluster_67594
Operon2387	LCEOCHIL_03808	pyrH	Cluster_67594
Operon2388	LCEOCHIL_03809	tsf	Cluster_65367
Operon2389	LCEOCHIL_03810	rpsB	Cluster_24702
Operon2390	LCEOCHIL_03811	map_1	Cluster_24702
Operon2390	LCEOCHIL_03812	glnD	Cluster_24702
Operon2390	LCEOCHIL_03813	dapL	Cluster_24702
Operon2391	LCEOCHIL_03814	nhaK	Cluster_63646
Operon2392	LCEOCHIL_03815	higA-2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2393	LCEOCHIL_03816	purL	NO_CLUSTER_ASSOCIATION_FOUND
Operon2393	LCEOCHIL_03817	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2394	LCEOCHIL_03818	tatC_2	Cluster_86247
Operon2394	LCEOCHIL_03819	tatB_2	Cluster_86247
Operon2394	LCEOCHIL_03820	tatA_2	Cluster_86247
Operon2395	LCEOCHIL_03821	Unknown_Gene	Cluster_86247
Operon2396	LCEOCHIL_03822	Unknown_Gene	Cluster_41124
Operon2397	LCEOCHIL_03823	Unknown_Gene	Cluster_50959
Operon2398	LCEOCHIL_03824	Unknown_Gene	Cluster_50959
Operon2398	LCEOCHIL_03825	Unknown_Gene	Cluster_50959
Operon2398	LCEOCHIL_03826	epsD	Cluster_50959
Operon2398	LCEOCHIL_03827	epsE	Cluster_50959
Operon2398	LCEOCHIL_03828	gspF	Cluster_50959
Operon2398	LCEOCHIL_03829	epsG	Cluster_50959
Operon2398	LCEOCHIL_03830	Unknown_Gene	Cluster_50959
Operon2398	LCEOCHIL_03831	xcpV	Cluster_50959
Operon2398	LCEOCHIL_03832	Unknown_Gene	Cluster_50959
Operon2398	LCEOCHIL_03833	Unknown_Gene	Cluster_50959
Operon2398	LCEOCHIL_03834	Unknown_Gene	Cluster_50959
Operon2398	LCEOCHIL_03835	Unknown_Gene	Cluster_50959
Operon2399	LCEOCHIL_03836	shlA	Cluster_77807
Operon2399	LCEOCHIL_03837	shlB	Cluster_77807
Operon2400	LCEOCHIL_03838	Unknown_Gene	Cluster_98051
Operon2400	LCEOCHIL_03839	nudC_3	Cluster_98051
Operon2401	LCEOCHIL_03840	nudL	Cluster_98051
Operon2401	LCEOCHIL_03841	yrdA_2	Cluster_98051
Operon2401	LCEOCHIL_03842	Unknown_Gene	Cluster_98051
Operon2402	LCEOCHIL_03843	Unknown_Gene	Cluster_74425
Operon2403	LCEOCHIL_03844	purT	Cluster_132956
Operon2404	LCEOCHIL_03845	yhjE	Cluster_37072
Operon2405	LCEOCHIL_03846	Unknown_Gene	Cluster_27531
Operon2405	LCEOCHIL_03847	ypjD	Cluster_27531
Operon2406	LCEOCHIL_03848	ffh	Cluster_27531
Operon2407	LCEOCHIL_03849	rpsP	Cluster_40839
Operon2407	LCEOCHIL_03850	rimM	Cluster_40839
Operon2407	LCEOCHIL_03851	trmD	Cluster_40839
Operon2407	LCEOCHIL_03852	rplS	Cluster_40839
Operon2408	LCEOCHIL_03853	Unknown_Gene	Cluster_119895
Operon2409	LCEOCHIL_03854	xerD	Cluster_47918
Operon2410	LCEOCHIL_03855	dsbC	Cluster_81021
Operon2411	LCEOCHIL_03856	hom	Cluster_128660
Operon2412	LCEOCHIL_03857	thrC_2	Cluster_145149
Operon2413	LCEOCHIL_03858	Unknown_Gene	Cluster_52320
Operon2414	LCEOCHIL_03859	Unknown_Gene	Cluster_131312
Operon2415	LCEOCHIL_03860	Unknown_Gene	Cluster_93732
Operon2415	LCEOCHIL_03861	smtB_2	Cluster_93732
Operon2416	LCEOCHIL_03862	yaeQ	Cluster_93732
Operon2416	LCEOCHIL_03863	recJ	Cluster_93732
Operon2417	LCEOCHIL_03864	namA_1	Cluster_2609
Operon2418	LCEOCHIL_03865	prr	Cluster_84544
Operon2418	LCEOCHIL_03866	ydcV_2	Cluster_84544
Operon2418	LCEOCHIL_03867	ydcU	Cluster_84544
Operon2418	LCEOCHIL_03868	potA_1	Cluster_84544
Operon2419	LCEOCHIL_03869	ydcS	Cluster_52975
Operon2420	LCEOCHIL_03870	Unknown_Gene	Cluster_52975
Operon2421	LCEOCHIL_03871	Unknown_Gene	Cluster_41118
Operon2421	LCEOCHIL_03872	Unknown_Gene	Cluster_41118
Operon2421	LCEOCHIL_03873	wspC	Cluster_41118
Operon2421	LCEOCHIL_03874	Unknown_Gene	Cluster_41118
Operon2421	LCEOCHIL_03875	rcsC_14	Cluster_41118
Operon2421	LCEOCHIL_03876	cheB_2	Cluster_41118
Operon2422	LCEOCHIL_03877	cheB_3	Cluster_115469
Operon2423	LCEOCHIL_03878	prfB	Cluster_30472
Operon2424	LCEOCHIL_03879	lysS	Cluster_122033
Operon2425	LCEOCHIL_03880	Unknown_Gene	Cluster_60009
Operon2425	LCEOCHIL_03881	Unknown_Gene	Cluster_60009
Operon2426	LCEOCHIL_03882	Unknown_Gene	Cluster_69210
Operon2426	LCEOCHIL_03883	Unknown_Gene	Cluster_69210
Operon2426	LCEOCHIL_03884	Unknown_Gene	Cluster_69210
Operon2427	LCEOCHIL_03885	pal_4	Cluster_153834
Operon2428	LCEOCHIL_03886	Unknown_Gene	Cluster_40862
Operon2429	LCEOCHIL_03887	Unknown_Gene	Cluster_59618
Operon2430	LCEOCHIL_03888	ppc	Cluster_59618
Operon2431	LCEOCHIL_03889	adk	Cluster_41273
Operon2432	LCEOCHIL_03890	tsaB	Cluster_31034
Operon2433	LCEOCHIL_03891	Unknown_Gene	Cluster_95130
Operon2433	LCEOCHIL_03892	Unknown_Gene	Cluster_95130
Operon2433	LCEOCHIL_03893	Unknown_Gene	Cluster_95130
Operon2433	LCEOCHIL_03894	Unknown_Gene	Cluster_95130
Operon2434	LCEOCHIL_03895	Unknown_Gene	Cluster_114760
Operon2435	LCEOCHIL_03896	rsmJ	Cluster_114760
Operon2436	LCEOCHIL_03897	Unknown_Gene	Cluster_80037
Operon2437	LCEOCHIL_03898	Unknown_Gene	Cluster_4120
Operon2438	LCEOCHIL_03899	Unknown_Gene	Cluster_4120
Operon2439	LCEOCHIL_03900	Unknown_Gene	Cluster_21641
Operon2440	LCEOCHIL_03901	mdtA_4	Cluster_21641
Operon2440	LCEOCHIL_03902	mdtB_2	Cluster_21641
Operon2441	LCEOCHIL_03903	Unknown_Gene	Cluster_166245
Operon2441	LCEOCHIL_03904	Unknown_Gene	Cluster_166245
Operon2442	LCEOCHIL_03905	Unknown_Gene	Cluster_161784
Operon2442	LCEOCHIL_03906	Unknown_Gene	Cluster_161784
Operon2443	LCEOCHIL_03907	plsB	Cluster_48615
Operon2444	LCEOCHIL_03908	cspA_2	Cluster_48615
Operon2445	LCEOCHIL_03909	Unknown_Gene	Cluster_60010
Operon2445	LCEOCHIL_03910	rlmA	Cluster_60010
Operon2445	LCEOCHIL_03911	dapE	Cluster_60010
Operon2446	LCEOCHIL_03912	Unknown_Gene	Cluster_103995
Operon2447	LCEOCHIL_03913	tcdA	Cluster_103995
Operon2448	LCEOCHIL_03914	sufE	Cluster_102152
Operon2448	LCEOCHIL_03915	csdA	Cluster_102152
Operon2449	LCEOCHIL_03916	dapD	Cluster_167127
Operon2449	LCEOCHIL_03917	yffB	Cluster_167127
Operon2450	LCEOCHIL_03918	murJ	NO_CLUSTER_ASSOCIATION_FOUND
Operon2451	LCEOCHIL_03919	ribF	Cluster_104116
Operon2451	LCEOCHIL_03920	ileS	Cluster_104116
Operon2451	LCEOCHIL_03921	lspA	Cluster_104116
Operon2451	LCEOCHIL_03922	fkpB	Cluster_104116
Operon2451	LCEOCHIL_03923	ispH	Cluster_104116
Operon2452	LCEOCHIL_03924	Unknown_Gene	Cluster_110430
Operon2453	LCEOCHIL_03925	Unknown_Gene	Cluster_110430
Operon2453	LCEOCHIL_03926	Unknown_Gene	Cluster_110430
Operon2453	LCEOCHIL_03927	Unknown_Gene	Cluster_110430
Operon2453	LCEOCHIL_03928	Unknown_Gene	Cluster_110430
Operon2454	LCEOCHIL_03929	thiO_2	Cluster_150501
Operon2455	LCEOCHIL_03930	Unknown_Gene	Cluster_120577
Operon2456	LCEOCHIL_03931	bamD	Cluster_153027
Operon2457	LCEOCHIL_03932	rluD	Cluster_153027
Operon2457	LCEOCHIL_03933	yfiH	Cluster_153027
Operon2458	LCEOCHIL_03934	clpB	Cluster_42990
Operon2459	LCEOCHIL_03935	Unknown_Gene	Cluster_16048
Operon2459	LCEOCHIL_03936	Unknown_Gene	Cluster_16048
Operon2459	LCEOCHIL_03937	Unknown_Gene	Cluster_16048
Operon2459	LCEOCHIL_03938	Unknown_Gene	Cluster_16048
Operon2459	LCEOCHIL_03939	Unknown_Gene	Cluster_16048
Operon2460	LCEOCHIL_03940	ndh	Cluster_127361
Operon2461	LCEOCHIL_03941	Unknown_Gene	Cluster_93731
Operon2462	LCEOCHIL_03942	Unknown_Gene	Cluster_150080
Operon2463	LCEOCHIL_03943	Unknown_Gene	Cluster_126680
Operon2464	LCEOCHIL_03944	Unknown_Gene	Cluster_126680
Operon2465	LCEOCHIL_03945	Unknown_Gene	Cluster_121725
Operon2466	LCEOCHIL_03946	gcvA_11	Cluster_102022
Operon2467	LCEOCHIL_03947	ygaZ	Cluster_102022
Operon2467	LCEOCHIL_03948	Unknown_Gene	Cluster_102022
Operon2468	LCEOCHIL_03949	Unknown_Gene	Cluster_109060
Operon2469	LCEOCHIL_03950	phnN	Cluster_23647
Operon2470	LCEOCHIL_03951	Unknown_Gene	Cluster_23647
Operon2471	LCEOCHIL_03952	emrA_3	Cluster_78406
Operon2471	LCEOCHIL_03953	Unknown_Gene	Cluster_78406
Operon2472	LCEOCHIL_03954	uvrA_3	Cluster_126197
Operon2473	LCEOCHIL_03955	Unknown_Gene	Cluster_120359
Operon2474	LCEOCHIL_03956	hcp1_4	Cluster_87604
Operon2475	LCEOCHIL_03957	ompA_1	Cluster_142676
Operon2475	LCEOCHIL_03958	Unknown_Gene	Cluster_142676
Operon2475	LCEOCHIL_03959	Unknown_Gene	Cluster_142676
Operon2475	LCEOCHIL_03960	Unknown_Gene	Cluster_142676
Operon2475	LCEOCHIL_03961	Unknown_Gene	Cluster_142676
Operon2475	LCEOCHIL_03962	Unknown_Gene	Cluster_142676
Operon2475	LCEOCHIL_03963	clpV1	Cluster_142676
Operon2475	LCEOCHIL_03964	Unknown_Gene	Cluster_142676
Operon2475	LCEOCHIL_03965	Unknown_Gene	Cluster_142676
Operon2475	LCEOCHIL_03966	Unknown_Gene	Cluster_142676
Operon2475	LCEOCHIL_03967	Unknown_Gene	Cluster_142676
Operon2475	LCEOCHIL_03968	Unknown_Gene	Cluster_142676
Operon2476	LCEOCHIL_03969	Unknown_Gene	Cluster_15769
Operon2477	LCEOCHIL_03970	Unknown_Gene	Cluster_60833
Operon2477	LCEOCHIL_03971	Unknown_Gene	Cluster_60833
Operon2478	LCEOCHIL_03972	Unknown_Gene	Cluster_6662
Operon2479	LCEOCHIL_03973	vgrG1_4	Cluster_6662
Operon2479	LCEOCHIL_03974	Unknown_Gene	Cluster_6662
Operon2479	LCEOCHIL_03975	Unknown_Gene	Cluster_6662
Operon2479	LCEOCHIL_03976	rhsA_1	Cluster_6662
Operon2479	LCEOCHIL_03977	Unknown_Gene	Cluster_6662
Operon2480	LCEOCHIL_03978	Unknown_Gene	Cluster_114809
Operon2480	LCEOCHIL_03979	rhsC	Cluster_114809
Operon2480	LCEOCHIL_03980	Unknown_Gene	Cluster_114809
Operon2481	LCEOCHIL_03981	Unknown_Gene	Cluster_29214
Operon2482	LCEOCHIL_03982	Unknown_Gene	Cluster_9039
Operon2483	LCEOCHIL_03983	Unknown_Gene	Cluster_62822
Operon2484	LCEOCHIL_03984	Unknown_Gene	Cluster_58540
Operon2485	LCEOCHIL_03985	Unknown_Gene	Cluster_17254
Operon2486	LCEOCHIL_03986	hipO	Cluster_17254
Operon2487	LCEOCHIL_03987	proP_4	Cluster_128678
Operon2487	LCEOCHIL_03988	aam	Cluster_128678
Operon2488	LCEOCHIL_03989	Unknown_Gene	Cluster_139707
Operon2489	LCEOCHIL_03990	gltC_5	Cluster_69044
Operon2490	LCEOCHIL_03991	vldH	Cluster_140401
Operon2491	LCEOCHIL_03992	Unknown_Gene	Cluster_52677
Operon2491	LCEOCHIL_03993	Unknown_Gene	Cluster_52677
Operon2492	LCEOCHIL_03994	Unknown_Gene	Cluster_52677
Operon2493	LCEOCHIL_03995	lexA_2	Cluster_40922
Operon2493	LCEOCHIL_03996	sulA_2	Cluster_40922
Operon2493	LCEOCHIL_03997	imuB	Cluster_40922
Operon2493	LCEOCHIL_03998	dnaE2	Cluster_40922
Operon2494	LCEOCHIL_03999	Unknown_Gene	Cluster_89308
Operon2494	LCEOCHIL_04000	hcaR_3	Cluster_89308
Operon2495	LCEOCHIL_04001	scoA	Cluster_89308
Operon2495	LCEOCHIL_04002	scoB	Cluster_89308
Operon2496	LCEOCHIL_04003	atoE	Cluster_69466
Operon2497	LCEOCHIL_04004	sutR_2	Cluster_51515
Operon2498	LCEOCHIL_04005	Unknown_Gene	Cluster_42774
Operon2499	LCEOCHIL_04006	Unknown_Gene	Cluster_41024
Operon2499	LCEOCHIL_04007	Unknown_Gene	Cluster_41024
Operon2499	LCEOCHIL_04008	Unknown_Gene	Cluster_41024
Operon2499	LCEOCHIL_04009	Unknown_Gene	Cluster_41024
Operon2500	LCEOCHIL_04010	galE	Cluster_131437
Operon2501	LCEOCHIL_04011	Unknown_Gene	Cluster_119649
Operon2501	LCEOCHIL_04012	Unknown_Gene	Cluster_119649
Operon2502	LCEOCHIL_04013	Unknown_Gene	Cluster_119649
Operon2503	LCEOCHIL_04014	mpdB	Cluster_47241
Operon2504	LCEOCHIL_04015	dapH_1	Cluster_113328
Operon2504	LCEOCHIL_04016	Unknown_Gene	Cluster_113328
Operon2504	LCEOCHIL_04017	dapH_2	Cluster_113328
Operon2504	LCEOCHIL_04018	Unknown_Gene	Cluster_113328
Operon2504	LCEOCHIL_04019	Unknown_Gene	Cluster_113328
Operon2504	LCEOCHIL_04020	mshA_3	Cluster_113328
Operon2504	LCEOCHIL_04021	Unknown_Gene	Cluster_113328
Operon2504	LCEOCHIL_04022	Unknown_Gene	Cluster_113328
Operon2505	LCEOCHIL_04023	Unknown_Gene	Cluster_83985
Operon2506	LCEOCHIL_04024	gcvA_12	Cluster_85752
Operon2507	LCEOCHIL_04025	tdcG_2	Cluster_85752
Operon2508	LCEOCHIL_04026	Unknown_Gene	Cluster_38190
Operon2509	LCEOCHIL_04027	Unknown_Gene	Cluster_38190
Operon2510	LCEOCHIL_04028	puuB_6	Cluster_63647
Operon2510	LCEOCHIL_04029	spuE_1	Cluster_63647
Operon2511	LCEOCHIL_04030	puuA_3	Cluster_66389
Operon2512	LCEOCHIL_04031	rhaS_7	Cluster_66389
Operon2513	LCEOCHIL_04032	Unknown_Gene	Cluster_63924
Operon2514	LCEOCHIL_04033	sad	Cluster_111906
Operon2515	LCEOCHIL_04034	gltR_1	Cluster_111906
Operon2515	LCEOCHIL_04035	Unknown_Gene	Cluster_111906
Operon2515	LCEOCHIL_04036	Unknown_Gene	Cluster_111906
Operon2516	LCEOCHIL_04037	Unknown_Gene	Cluster_150085
Operon2517	LCEOCHIL_04038	pagL_3	Cluster_60801
Operon2518	LCEOCHIL_04039	cntO_4	Cluster_15179
Operon2519	LCEOCHIL_04040	uspE_3	Cluster_85106
Operon2520	LCEOCHIL_04041	hisN	Cluster_85106
Operon2521	LCEOCHIL_04042	Unknown_Gene	Cluster_50598
Operon2522	LCEOCHIL_04043	rhaS_8	Cluster_41102
Operon2523	LCEOCHIL_04044	Unknown_Gene	Cluster_121105
Operon2524	LCEOCHIL_04045	cbdA	Cluster_128666
Operon2524	LCEOCHIL_04046	cbdB	Cluster_128666
Operon2525	LCEOCHIL_04047	benC	Cluster_135837
Operon2526	LCEOCHIL_04048	lvr_2	Cluster_86381
Operon2527	LCEOCHIL_04049	genK	Cluster_147885
Operon2527	LCEOCHIL_04050	catA	Cluster_147885
Operon2528	LCEOCHIL_04051	ydcO_2	Cluster_88626
Operon2529	LCEOCHIL_04052	nicP_3	Cluster_150142
Operon2530	LCEOCHIL_04053	Unknown_Gene	Cluster_42659
Operon2530	LCEOCHIL_04054	Unknown_Gene	Cluster_42659
Operon2531	LCEOCHIL_04055	dmlR_16	Cluster_132916
Operon2532	LCEOCHIL_04056	Unknown_Gene	Cluster_116831
Operon2533	LCEOCHIL_04057	yajO	Cluster_136586
Operon2534	LCEOCHIL_04058	hcaD	Cluster_60429
Operon2535	LCEOCHIL_04059	nicT_3	Cluster_76260
Operon2536	LCEOCHIL_04060	cdaR	Cluster_76260
Operon2537	LCEOCHIL_04061	garK	Cluster_51658
Operon2538	LCEOCHIL_04062	Unknown_Gene	Cluster_125974
Operon2539	LCEOCHIL_04063	xerC_7	Cluster_45809
Operon2540	LCEOCHIL_04064	Unknown_Gene	Cluster_129639
Operon2541	LCEOCHIL_04065	Unknown_Gene	Cluster_117607
Operon2542	LCEOCHIL_04066	ftsP	Cluster_16003
Operon2543	LCEOCHIL_04067	Unknown_Gene	Cluster_16003
Operon2543	LCEOCHIL_04068	tenA	Cluster_16003
Operon2544	LCEOCHIL_04069	codA	Cluster_69073
Operon2545	LCEOCHIL_04070	Unknown_Gene	Cluster_49629
Operon2546	LCEOCHIL_04071	Unknown_Gene	Cluster_82227
Operon2546	LCEOCHIL_04072	Unknown_Gene	Cluster_82227
Operon2547	LCEOCHIL_04073	Unknown_Gene	Cluster_82227
Operon2548	LCEOCHIL_04074	Unknown_Gene	Cluster_73700
Operon2549	LCEOCHIL_04075	Unknown_Gene	Cluster_73700
Operon2550	LCEOCHIL_04076	panS_2	Cluster_65821
Operon2551	LCEOCHIL_04077	yfeX	Cluster_65821
Operon2552	LCEOCHIL_04078	Unknown_Gene	Cluster_123848
Operon2552	LCEOCHIL_04079	Unknown_Gene	Cluster_123848
