GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2171
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	ALBICJPK_00001	bauC	Cluster_135751
Operon1972	ALBICJPK_03008	Unknown_Gene	Cluster_26235
Operon1972	ALBICJPK_03009	Unknown_Gene	Cluster_26235
Operon1972	ALBICJPK_03010	Unknown_Gene	Cluster_26235
Operon1972	ALBICJPK_03011	Unknown_Gene	Cluster_26235
Operon1973	ALBICJPK_03012	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1974	ALBICJPK_03013	bepC_2	Cluster_143509
Operon1974	ALBICJPK_03014	ltxB	Cluster_143509
Operon1974	ALBICJPK_03015	prsE_1	Cluster_143509
Operon1975	ALBICJPK_03016	cheV_3	Cluster_86206
Operon1976	ALBICJPK_03017	Unknown_Gene	Cluster_125219
Operon1976	ALBICJPK_03018	Unknown_Gene	Cluster_125219
Operon1977	ALBICJPK_03019	Unknown_Gene	Cluster_59589
Operon1978	ALBICJPK_03020	oprD_3	Cluster_56985
Operon1979	ALBICJPK_03021	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1979	ALBICJPK_03022	hcrC	NO_CLUSTER_ASSOCIATION_FOUND
Operon1979	ALBICJPK_03023	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1979	ALBICJPK_03024	pucA	NO_CLUSTER_ASSOCIATION_FOUND
Operon1979	ALBICJPK_03025	pucB	NO_CLUSTER_ASSOCIATION_FOUND
Operon1980	ALBICJPK_03026	Unknown_Gene	Cluster_41097
Operon1980	ALBICJPK_03027	Unknown_Gene	Cluster_41097
Operon1980	ALBICJPK_03028	Unknown_Gene	Cluster_41097
Operon1981	ALBICJPK_03029	qseB_2	Cluster_41097
Operon1981	ALBICJPK_03030	qseC_1	Cluster_41097
Operon1982	ALBICJPK_03031	dat	Cluster_27184
Operon1983	ALBICJPK_03032	Unknown_Gene	Cluster_134878
Operon1984	ALBICJPK_03033	Unknown_Gene	Cluster_121561
Operon1985	ALBICJPK_03034	Unknown_Gene	Cluster_1799
Operon1985	ALBICJPK_03035	Unknown_Gene	Cluster_1799
Operon1985	ALBICJPK_03036	Unknown_Gene	Cluster_1799
Operon1986	ALBICJPK_03037	Unknown_Gene	Cluster_146662
Operon1987	ALBICJPK_03038	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1988	ALBICJPK_03039	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1989	ALBICJPK_03040	Unknown_Gene	Cluster_143345
Operon1990	ALBICJPK_03041	Unknown_Gene	Cluster_144234
Operon1990	ALBICJPK_03042	Unknown_Gene	Cluster_144234
Operon1990	ALBICJPK_03043	Unknown_Gene	Cluster_144234
Operon1991	ALBICJPK_03044	Unknown_Gene	Cluster_9143
Operon1991	ALBICJPK_03045	Unknown_Gene	Cluster_9143
Operon1991	ALBICJPK_03046	Unknown_Gene	Cluster_9143
Operon1992	ALBICJPK_03047	xerC_2	Cluster_9181
Operon1992	ALBICJPK_03048	Unknown_Gene	Cluster_9181
Operon1992	ALBICJPK_03049	Unknown_Gene	Cluster_9181
Operon1993	ALBICJPK_03050	Unknown_Gene	Cluster_146663
Operon1993	ALBICJPK_03051	higB2	Cluster_146663
Operon1994	ALBICJPK_03052	intS_1	Cluster_2009
Operon1995	ALBICJPK_03053	osmY	Cluster_2009
Operon1995	ALBICJPK_03054	osmX	Cluster_2009
Operon1995	ALBICJPK_03055	osmW	Cluster_2009
Operon1995	ALBICJPK_03056	osmV	Cluster_2009
Operon1996	ALBICJPK_03057	Unknown_Gene	Cluster_130725
Operon1997	ALBICJPK_03058	argC_1	Cluster_111760
Operon1998	ALBICJPK_03059	hdfR_8	Cluster_111760
Operon1999	ALBICJPK_03060	Unknown_Gene	Cluster_35806
Operon2000	ALBICJPK_03061	oprD_4	Cluster_35806
Operon2001	ALBICJPK_03062	Unknown_Gene	Cluster_64531
Operon2002	ALBICJPK_03063	betP	Cluster_29420
Operon2003	ALBICJPK_03064	Unknown_Gene	Cluster_29420
Operon2003	ALBICJPK_03065	Unknown_Gene	Cluster_29420
Operon2003	ALBICJPK_03066	rhtB_3	Cluster_29420
Operon2004	ALBICJPK_03067	Unknown_Gene	Cluster_56475
Operon2005	ALBICJPK_03068	adhB_1	Cluster_38169
Operon2005	ALBICJPK_03069	iorB	Cluster_38169
Operon2005	ALBICJPK_03070	iorA	Cluster_38169
Operon2006	ALBICJPK_03071	ycaO	Cluster_38169
Operon2007	ALBICJPK_03072	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2007	ALBICJPK_03073	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2008	ALBICJPK_03074	pqiA_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2008	ALBICJPK_03075	pqiA_3	NO_CLUSTER_ASSOCIATION_FOUND
Operon2008	ALBICJPK_03076	yebT	NO_CLUSTER_ASSOCIATION_FOUND
Operon2009	ALBICJPK_03077	rpsT	Cluster_43161
Operon2010	ALBICJPK_03078	murJ	Cluster_43161
Operon2011	ALBICJPK_03079	ribF	Cluster_104116
Operon2011	ALBICJPK_03080	ileS	Cluster_104116
Operon2011	ALBICJPK_03081	lspA	Cluster_104116
Operon2011	ALBICJPK_03082	fkpB	Cluster_104116
Operon2011	ALBICJPK_03083	ispH	Cluster_104116
Operon2012	ALBICJPK_03084	Unknown_Gene	Cluster_110403
Operon2013	ALBICJPK_03085	Unknown_Gene	Cluster_110403
Operon2013	ALBICJPK_03086	Unknown_Gene	Cluster_110403
Operon2013	ALBICJPK_03087	Unknown_Gene	Cluster_110403
Operon2013	ALBICJPK_03088	Unknown_Gene	Cluster_110403
Operon2014	ALBICJPK_03089	thiO	Cluster_150501
Operon2015	ALBICJPK_03090	aam_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon2015	ALBICJPK_03091	hyuC_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2016	ALBICJPK_03092	uctC	Cluster_76800
Operon2016	ALBICJPK_03093	mmgC_2	Cluster_76800
Operon2017	ALBICJPK_03094	gcvA_8	Cluster_76800
Operon2018	ALBICJPK_03095	pntAA	Cluster_17165
Operon2018	ALBICJPK_03096	Unknown_Gene	Cluster_17165
Operon2018	ALBICJPK_03097	pntB	Cluster_17165
Operon2019	ALBICJPK_03098	cat1	Cluster_64959
Operon2020	ALBICJPK_03099	Unknown_Gene	Cluster_15321
Operon2021	ALBICJPK_03100	Unknown_Gene	Cluster_30664
Operon2022	ALBICJPK_03101	Unknown_Gene	Cluster_124555
Operon2022	ALBICJPK_03102	Unknown_Gene	Cluster_124555
Operon2022	ALBICJPK_03103	Unknown_Gene	Cluster_124555
Operon2023	ALBICJPK_03104	Unknown_Gene	Cluster_34026
Operon2024	ALBICJPK_03105	citN_2	Cluster_34026
Operon2025	ALBICJPK_03106	Unknown_Gene	Cluster_134425
Operon2026	ALBICJPK_03107	Unknown_Gene	Cluster_38132
Operon2026	ALBICJPK_03108	Unknown_Gene	Cluster_38132
Operon2027	ALBICJPK_03109	Unknown_Gene	Cluster_121694
Operon2028	ALBICJPK_03110	Unknown_Gene	Cluster_59492
Operon2028	ALBICJPK_03111	mkl	Cluster_59492
Operon2028	ALBICJPK_03112	Unknown_Gene	Cluster_59492
Operon2028	ALBICJPK_03113	Unknown_Gene	Cluster_59492
Operon2029	ALBICJPK_03114	Unknown_Gene	Cluster_85068
Operon2030	ALBICJPK_03115	gltP_1	Cluster_3296
Operon2031	ALBICJPK_03116	ivy	Cluster_71007
Operon2031	ALBICJPK_03117	Unknown_Gene	Cluster_71007
Operon2031	ALBICJPK_03118	Unknown_Gene	Cluster_71007
Operon2032	ALBICJPK_03119	Unknown_Gene	Cluster_55774
Operon2033	ALBICJPK_03120	algB	Cluster_55774
Operon2033	ALBICJPK_03121	kinB	Cluster_55774
Operon2034	ALBICJPK_03122	pdeB	Cluster_57556
Operon2035	ALBICJPK_03123	amiD	Cluster_131276
Operon2036	ALBICJPK_03124	Unknown_Gene	Cluster_81860
Operon2036	ALBICJPK_03125	Unknown_Gene	Cluster_81860
Operon2036	ALBICJPK_03126	dsbA	Cluster_81860
Operon2037	ALBICJPK_03127	cc4	Cluster_166490
Operon2037	ALBICJPK_03128	Unknown_Gene	Cluster_166490
Operon2038	ALBICJPK_03129	engB	Cluster_52579
Operon2039	ALBICJPK_03130	polA	NO_CLUSTER_ASSOCIATION_FOUND
Operon2040	ALBICJPK_03131	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2041	ALBICJPK_03132	thrB	Cluster_137622
Operon2042	ALBICJPK_03133	znuA	Cluster_141086
Operon2043	ALBICJPK_03134	zur_1	Cluster_141086
Operon2043	ALBICJPK_03135	znuC_2	Cluster_141086
Operon2043	ALBICJPK_03136	znuB_2	Cluster_141086
Operon2044	ALBICJPK_03137	Unknown_Gene	Cluster_96231
Operon2045	ALBICJPK_03138	katE	Cluster_49683
Operon2046	ALBICJPK_03139	metN_3	Cluster_49683
Operon2046	ALBICJPK_03140	metP	Cluster_49683
Operon2047	ALBICJPK_03141	Unknown_Gene	Cluster_139670
Operon2048	ALBICJPK_03142	Unknown_Gene	Cluster_152397
Operon2048	ALBICJPK_03143	ctaB	Cluster_152397
Operon2048	ALBICJPK_03144	ctaA	Cluster_152397
Operon2048	ALBICJPK_03145	Unknown_Gene	Cluster_152397
Operon2048	ALBICJPK_03146	Unknown_Gene	Cluster_152397
Operon2049	ALBICJPK_03147	Unknown_Gene	Cluster_152397
Operon2050	ALBICJPK_03148	ctaE	Cluster_19331
Operon2050	ALBICJPK_03149	ctaG	Cluster_19331
Operon2050	ALBICJPK_03150	ctaD	Cluster_19331
Operon2050	ALBICJPK_03151	Unknown_Gene	Cluster_19331
Operon2051	ALBICJPK_03152	Unknown_Gene	Cluster_19331
Operon2052	ALBICJPK_03153	Unknown_Gene	Cluster_62788
Operon2053	ALBICJPK_03154	cynT	Cluster_31018
Operon2054	ALBICJPK_03155	Unknown_Gene	Cluster_138643
Operon2055	ALBICJPK_03156	prlC_1	Cluster_100021
Operon2056	ALBICJPK_03157	Unknown_Gene	Cluster_115441
Operon2056	ALBICJPK_03158	prlC_2	Cluster_115441
Operon2057	ALBICJPK_03159	yrdA_2	Cluster_115441
Operon2058	ALBICJPK_03160	Unknown_Gene	Cluster_105445
Operon2059	ALBICJPK_03161	Unknown_Gene	Cluster_126202
Operon2060	ALBICJPK_03162	Unknown_Gene	Cluster_126202
Operon2061	ALBICJPK_03163	Unknown_Gene	Cluster_150057
Operon2062	ALBICJPK_03164	Unknown_Gene	Cluster_134276
Operon2063	ALBICJPK_03165	osmC	Cluster_82196
Operon2064	ALBICJPK_03166	limB	Cluster_82196
Operon2065	ALBICJPK_03167	Unknown_Gene	Cluster_116230
Operon2066	ALBICJPK_03168	Unknown_Gene	Cluster_83354
Operon2067	ALBICJPK_03169	yqjD_2	Cluster_83354
Operon2068	ALBICJPK_03170	trpI_2	Cluster_109067
Operon2069	ALBICJPK_03171	trpB	Cluster_109067
Operon2069	ALBICJPK_03172	trpA	Cluster_109067
Operon2070	ALBICJPK_03173	Unknown_Gene	Cluster_151280
Operon2071	ALBICJPK_03174	Unknown_Gene	Cluster_151280
Operon2072	ALBICJPK_03175	gcvA_9	Cluster_110540
Operon2073	ALBICJPK_03176	betC	Cluster_110540
Operon2073	ALBICJPK_03177	Unknown_Gene	Cluster_110540
Operon2074	ALBICJPK_03178	Unknown_Gene	Cluster_86933
Operon2075	ALBICJPK_03179	aroE_4	Cluster_92508
Operon2075	ALBICJPK_03180	hemF	Cluster_92508
Operon2076	ALBICJPK_03181	qorA	Cluster_92508
Operon2077	ALBICJPK_03182	Unknown_Gene	Cluster_16593
Operon2078	ALBICJPK_03183	Unknown_Gene	Cluster_26639
Operon2079	ALBICJPK_03184	tsaC	Cluster_159555
Operon2079	ALBICJPK_03185	Unknown_Gene	Cluster_159555
Operon2080	ALBICJPK_03186	def_2	Cluster_57245
Operon2081	ALBICJPK_03187	fmt	Cluster_144713
Operon2081	ALBICJPK_03188	rsmB	Cluster_144713
Operon2081	ALBICJPK_03189	trkA	Cluster_144713
Operon2081	ALBICJPK_03190	Unknown_Gene	Cluster_144713
Operon2082	ALBICJPK_03191	lpxP	Cluster_160335
Operon2082	ALBICJPK_03192	tag	Cluster_160335
Operon2083	ALBICJPK_03193	glyQ	Cluster_126047
Operon2083	ALBICJPK_03194	glyS	Cluster_126047
Operon2083	ALBICJPK_03195	gmhB	Cluster_126047
Operon2083	ALBICJPK_03196	Unknown_Gene	Cluster_126047
Operon2084	ALBICJPK_03197	nanT_2	Cluster_118221
Operon2085	ALBICJPK_03198	alkJ	Cluster_48751
Operon2086	ALBICJPK_03199	gcvA_10	Cluster_48751
Operon2087	ALBICJPK_03200	Unknown_Gene	Cluster_51619
Operon2087	ALBICJPK_03201	Unknown_Gene	Cluster_51619
Operon2087	ALBICJPK_03202	Unknown_Gene	Cluster_51619
Operon2088	ALBICJPK_03203	norR_3	Cluster_51619
Operon2089	ALBICJPK_03204	Unknown_Gene	Cluster_95125
Operon2090	ALBICJPK_03205	gyrB	Cluster_7288
Operon2090	ALBICJPK_03206	recF	Cluster_7288
Operon2090	ALBICJPK_03207	dnaN	Cluster_7288
Operon2090	ALBICJPK_03208	dnaA	Cluster_7288
Operon2091	ALBICJPK_03209	rpmH	Cluster_7288
Operon2091	ALBICJPK_03210	rnpA	Cluster_7288
Operon2092	ALBICJPK_03211	yidC	Cluster_45519
Operon2093	ALBICJPK_03212	mnmE	Cluster_124059
Operon2094	ALBICJPK_03213	mnmG	Cluster_6027
Operon2094	ALBICJPK_03214	rsmG	Cluster_6027
Operon2094	ALBICJPK_03215	parA	Cluster_6027
Operon2094	ALBICJPK_03216	parB	Cluster_6027
Operon2095	ALBICJPK_03217	Unknown_Gene	Cluster_83980
Operon2095	ALBICJPK_03218	atpB	Cluster_83980
Operon2096	ALBICJPK_03219	atpH_1	Cluster_85917
Operon2097	ALBICJPK_03220	atpF	Cluster_148869
Operon2097	ALBICJPK_03221	atpH_2	Cluster_148869
Operon2097	ALBICJPK_03222	atpA	Cluster_148869
Operon2097	ALBICJPK_03223	atpG	Cluster_148869
Operon2097	ALBICJPK_03224	atpD	Cluster_148869
Operon2097	ALBICJPK_03225	atpC	Cluster_148869
Operon2098	ALBICJPK_03226	glmU	Cluster_100310
Operon2099	ALBICJPK_03227	srlR	Cluster_61195
Operon2099	ALBICJPK_03228	glmS	Cluster_61195
Operon2100	ALBICJPK_03229	Unknown_Gene	Cluster_135605
Operon2101	ALBICJPK_03230	Unknown_Gene	Cluster_133457
Operon2102	ALBICJPK_03231	crtN_1	Cluster_22616
Operon2102	ALBICJPK_03232	fdxA_2	Cluster_22616
Operon2102	ALBICJPK_03233	crtN_2	Cluster_22616
Operon2102	ALBICJPK_03234	fabG_5	Cluster_22616
Operon2102	ALBICJPK_03235	Unknown_Gene	Cluster_22616
Operon2102	ALBICJPK_03236	Unknown_Gene	Cluster_22616
Operon2102	ALBICJPK_03237	Unknown_Gene	Cluster_22616
Operon2102	ALBICJPK_03238	Unknown_Gene	Cluster_22616
Operon2102	ALBICJPK_03239	Unknown_Gene	Cluster_22616
Operon2102	ALBICJPK_03240	fabF_3	Cluster_22616
Operon2103	ALBICJPK_03241	esaI	Cluster_22616
Operon2104	ALBICJPK_03242	esaR	Cluster_40789
Operon2105	ALBICJPK_03243	rhtB_4	Cluster_147461
Operon2106	ALBICJPK_03244	Unknown_Gene	Cluster_112465
Operon2107	ALBICJPK_03245	lpd3	Cluster_56499
Operon2108	ALBICJPK_03246	COQ3_2	Cluster_56499
Operon2109	ALBICJPK_03247	clsA	Cluster_93721
Operon2110	ALBICJPK_03248	Unknown_Gene	Cluster_93721
Operon2111	ALBICJPK_03249	Unknown_Gene	Cluster_106947
Operon2112	ALBICJPK_03250	yciC	Cluster_106947
Operon2112	ALBICJPK_03251	Unknown_Gene	Cluster_106947
Operon2112	ALBICJPK_03252	yeiR	Cluster_106947
Operon2113	ALBICJPK_03253	Unknown_Gene	Cluster_102158
Operon2114	ALBICJPK_03254	pdxY	Cluster_102158
Operon2115	ALBICJPK_03255	Unknown_Gene	Cluster_25843
Operon2116	ALBICJPK_03256	kefB	Cluster_25843
Operon2117	ALBICJPK_03257	Unknown_Gene	Cluster_107540
Operon2118	ALBICJPK_03258	Unknown_Gene	Cluster_94428
Operon2119	ALBICJPK_03259	uvrD	Cluster_54371
Operon2120	ALBICJPK_03260	zwf_2	Cluster_114092
Operon2121	ALBICJPK_03261	hexR_1	Cluster_114092
Operon2122	ALBICJPK_03262	Unknown_Gene	Cluster_55080
Operon2123	ALBICJPK_03263	cmpR_6	Cluster_63619
Operon2124	ALBICJPK_03264	cfiB	Cluster_63619
Operon2124	ALBICJPK_03265	oadA	Cluster_63619
Operon2125	ALBICJPK_03266	Unknown_Gene	Cluster_123133
Operon2125	ALBICJPK_03267	Unknown_Gene	Cluster_123133
Operon2125	ALBICJPK_03268	paiB	Cluster_123133
Operon2126	ALBICJPK_03269	gabR_2	Cluster_123133
Operon2127	ALBICJPK_03270	spuD_3	Cluster_32619
Operon2127	ALBICJPK_03271	aphA	Cluster_32619
Operon2128	ALBICJPK_03272	Unknown_Gene	Cluster_48749
Operon2129	ALBICJPK_03273	aspA	Cluster_67177
Operon2130	ALBICJPK_03274	yjiE	Cluster_67177
Operon2131	ALBICJPK_03275	purE	Cluster_10127
Operon2131	ALBICJPK_03276	purK	Cluster_10127
Operon2132	ALBICJPK_03277	Unknown_Gene	Cluster_111151
Operon2132	ALBICJPK_03278	Unknown_Gene	Cluster_111151
Operon2133	ALBICJPK_03279	yeaD_1	Cluster_133635
Operon2134	ALBICJPK_03280	Unknown_Gene	Cluster_22769
Operon2135	ALBICJPK_03281	abaF_2	Cluster_22769
Operon2136	ALBICJPK_03282	pstS_1	Cluster_46978
Operon2137	ALBICJPK_03283	Unknown_Gene	Cluster_91042
Operon2137	ALBICJPK_03284	Unknown_Gene	Cluster_91042
Operon2138	ALBICJPK_03285	pstB	Cluster_135803
Operon2139	ALBICJPK_03286	phoU	Cluster_116170
Operon2140	ALBICJPK_03287	cheB_6	Cluster_75804
Operon2141	ALBICJPK_03288	Unknown_Gene	Cluster_85733
Operon2142	ALBICJPK_03289	Unknown_Gene	Cluster_71402
Operon2143	ALBICJPK_03290	phoR	Cluster_155300
Operon2143	ALBICJPK_03291	phoB	Cluster_155300
Operon2144	ALBICJPK_03292	Unknown_Gene	Cluster_71041
Operon2145	ALBICJPK_03293	ubiA	Cluster_60714
Operon2145	ALBICJPK_03294	ubiC	Cluster_60714
Operon2146	ALBICJPK_03295	rubA1	Cluster_60714
Operon2146	ALBICJPK_03296	alkT	Cluster_60714
Operon2147	ALBICJPK_03297	hupB_2	Cluster_64624
Operon2148	ALBICJPK_03298	Unknown_Gene	Cluster_84004
Operon2149	ALBICJPK_03299	Unknown_Gene	Cluster_132121
Operon2150	ALBICJPK_03300	recG	Cluster_120981
Operon2150	ALBICJPK_03301	oxyR	Cluster_120981
Operon2151	ALBICJPK_03302	Unknown_Gene	Cluster_63240
Operon2151	ALBICJPK_03303	exbD_2	Cluster_63240
Operon2151	ALBICJPK_03304	tolQ_3	Cluster_63240
Operon2152	ALBICJPK_03305	Unknown_Gene	Cluster_63240
Operon2153	ALBICJPK_03306	Unknown_Gene	Cluster_148530
Operon2154	ALBICJPK_03307	yabJ_3	Cluster_146836
Operon2154	ALBICJPK_03308	spoT	Cluster_146836
Operon2155	ALBICJPK_03309	rpoZ	Cluster_46073
Operon2156	ALBICJPK_03310	hdfR_9	Cluster_56874
Operon2157	ALBICJPK_03311	puuA_3	Cluster_56874
Operon2157	ALBICJPK_03312	puuD_2	Cluster_56874
Operon2158	ALBICJPK_03313	Unknown_Gene	Cluster_103439
Operon2159	ALBICJPK_03314	gmk	Cluster_49625
Operon2159	ALBICJPK_03315	Unknown_Gene	Cluster_49625
Operon2160	ALBICJPK_03316	rph	Cluster_49625
Operon2160	ALBICJPK_03317	Unknown_Gene	Cluster_49625
Operon2161	ALBICJPK_03318	exoA	Cluster_129573
Operon2162	ALBICJPK_03319	pyrE	Cluster_129573
Operon2163	ALBICJPK_03320	argB	Cluster_168429
Operon2163	ALBICJPK_03321	algC	Cluster_168429
Operon2164	ALBICJPK_03322	dut	Cluster_117548
Operon2164	ALBICJPK_03323	coaBC	Cluster_117548
Operon2165	ALBICJPK_03324	Unknown_Gene	Cluster_117548
Operon2166	ALBICJPK_03325	dppA_1	Cluster_22519
Operon2167	ALBICJPK_03326	rpmB	Cluster_22519
Operon2167	ALBICJPK_03327	rpmG	Cluster_22519
Operon2168	ALBICJPK_03328	Unknown_Gene	Cluster_120345
Operon2169	ALBICJPK_03329	Unknown_Gene	Cluster_61090
Operon2170	ALBICJPK_03330	puuC_2	Cluster_61090
Operon2171	ALBICJPK_03331	ycaD_4	Cluster_109751
Operon2172	ALBICJPK_03332	clsC	Cluster_145185
Operon2173	ALBICJPK_03333	norG_2	Cluster_104142
Operon2174	ALBICJPK_03334	Unknown_Gene	Cluster_104142
Operon2175	ALBICJPK_03335	puuB_6	Cluster_132769
Operon2176	ALBICJPK_03336	Unknown_Gene	Cluster_95876
Operon2177	ALBICJPK_03337	Unknown_Gene	Cluster_95876
Operon2178	ALBICJPK_03338	lrp_4	Cluster_80004
Operon2179	ALBICJPK_03339	dadA1_3	Cluster_80004
Operon2180	ALBICJPK_03340	dadX	Cluster_86937
Operon2181	ALBICJPK_03341	puuR_1	Cluster_109797
Operon2182	ALBICJPK_03342	Unknown_Gene	Cluster_91587
Operon2183	ALBICJPK_03343	Unknown_Gene	Cluster_25147
Operon2184	ALBICJPK_03344	Unknown_Gene	Cluster_132156
Operon2185	ALBICJPK_03345	xpt	Cluster_109066
Operon2186	ALBICJPK_03346	rep_2	Cluster_32244
Operon2187	ALBICJPK_03347	Unknown_Gene	Cluster_32244
Operon2188	ALBICJPK_03348	mdtK	Cluster_79438
Operon2189	ALBICJPK_03349	gcvA_11	Cluster_79438
Operon2190	ALBICJPK_03350	Unknown_Gene	Cluster_70515
Operon2191	ALBICJPK_03351	gcvA_12	Cluster_91741
Operon2192	ALBICJPK_03352	gabD	Cluster_91741
Operon2193	ALBICJPK_03353	puuB_7	Cluster_78621
Operon2194	ALBICJPK_03354	ycaC_1	Cluster_1186
Operon2195	ALBICJPK_03355	Unknown_Gene	Cluster_102749
Operon2195	ALBICJPK_03356	Unknown_Gene	Cluster_102749
Operon2196	ALBICJPK_03357	nfdA_2	Cluster_59989
Operon2197	ALBICJPK_03358	entS_2	Cluster_56789
Operon2197	ALBICJPK_03359	oprD_5	Cluster_56789
Operon2198	ALBICJPK_03360	dmlR_14	Cluster_40298
Operon2199	ALBICJPK_03361	ycaC_2	Cluster_40298
Operon2200	ALBICJPK_03362	Unknown_Gene	Cluster_72807
Operon2201	ALBICJPK_03363	Unknown_Gene	Cluster_4464
Operon2202	ALBICJPK_03364	kefC_2	Cluster_81138
Operon2203	ALBICJPK_03365	cdhR_5	Cluster_68100
Operon2204	ALBICJPK_03366	rhaR_6	Cluster_68100
Operon2205	ALBICJPK_03367	ycaC_3	Cluster_137371
Operon2206	ALBICJPK_03368	sasA_11	Cluster_46360
Operon2207	ALBICJPK_03369	Unknown_Gene	Cluster_46360
Operon2207	ALBICJPK_03370	tmoT_3	Cluster_46360
Operon2208	ALBICJPK_03371	comM	Cluster_41669
Operon2209	ALBICJPK_03372	Unknown_Gene	Cluster_41669
Operon2210	ALBICJPK_03373	Unknown_Gene	Cluster_9703
Operon2210	ALBICJPK_03374	ubiK	Cluster_9703
Operon2211	ALBICJPK_03375	glnK	Cluster_9703
Operon2211	ALBICJPK_03376	amtB_2	Cluster_9703
Operon2212	ALBICJPK_03377	sutA	Cluster_16297
Operon2213	ALBICJPK_03378	yigB	Cluster_46359
Operon2213	ALBICJPK_03379	xerC_3	Cluster_46359
Operon2213	ALBICJPK_03380	Unknown_Gene	Cluster_46359
Operon2213	ALBICJPK_03381	dapF	Cluster_46359
Operon2213	ALBICJPK_03382	lysA_2	Cluster_46359
Operon2213	ALBICJPK_03383	Unknown_Gene	Cluster_46359
Operon2214	ALBICJPK_03384	cyaY	Cluster_46359
Operon2215	ALBICJPK_03385	rnk	Cluster_21618
Operon2216	ALBICJPK_03386	Unknown_Gene	Cluster_74757
Operon2217	ALBICJPK_03387	Unknown_Gene	Cluster_74757
Operon2218	ALBICJPK_03388	elbB	Cluster_108253
Operon2219	ALBICJPK_03389	Unknown_Gene	Cluster_108253
Operon2220	ALBICJPK_03390	Unknown_Gene	Cluster_54726
Operon2221	ALBICJPK_03391	ppk	Cluster_54726
Operon2222	ALBICJPK_03392	ppx	Cluster_62441
Operon2223	ALBICJPK_03393	trxA	Cluster_62441
Operon2224	ALBICJPK_03394	rho	Cluster_48867
Operon2225	ALBICJPK_03395	ubiD	Cluster_58456
Operon2225	ALBICJPK_03396	ascD	Cluster_58456
Operon2226	ALBICJPK_03397	chaC	Cluster_23995
Operon2227	ALBICJPK_03398	Unknown_Gene	Cluster_71103
Operon2228	ALBICJPK_03399	Unknown_Gene	Cluster_71103
Operon2229	ALBICJPK_03400	yhhJ	Cluster_120344
Operon2229	ALBICJPK_03401	rbbA	Cluster_120344
Operon2229	ALBICJPK_03402	Unknown_Gene	Cluster_120344
Operon2230	ALBICJPK_03403	Unknown_Gene	Cluster_68574
Operon2231	ALBICJPK_03404	Unknown_Gene	Cluster_68574
Operon2232	ALBICJPK_03405	ygfA	Cluster_28412
Operon2233	ALBICJPK_03406	zapA	Cluster_85864
Operon2233	ALBICJPK_03407	Unknown_Gene	Cluster_85864
Operon2234	ALBICJPK_03408	Unknown_Gene	Cluster_85864
Operon2234	ALBICJPK_03409	pepP	Cluster_85864
Operon2234	ALBICJPK_03410	ubiH	Cluster_85864
Operon2234	ALBICJPK_03411	Unknown_Gene	Cluster_85864
Operon2234	ALBICJPK_03412	ubiI	Cluster_85864
Operon2235	ALBICJPK_03413	Unknown_Gene	Cluster_73795
Operon2236	ALBICJPK_03414	Unknown_Gene	Cluster_76778
Operon2237	ALBICJPK_03415	gcvT_1	Cluster_97920
Operon2238	ALBICJPK_03416	gcvH_1	Cluster_153039
Operon2239	ALBICJPK_03417	gcvP_1	Cluster_61188
Operon2240	ALBICJPK_03418	Unknown_Gene	Cluster_125227
Operon2241	ALBICJPK_03419	Unknown_Gene	Cluster_65648
Operon2242	ALBICJPK_03420	Unknown_Gene	Cluster_99252
Operon2243	ALBICJPK_03421	decR_2	Cluster_99252
Operon2244	ALBICJPK_03422	Unknown_Gene	Cluster_104842
Operon2245	ALBICJPK_03423	argE_1	Cluster_104842
Operon2246	ALBICJPK_03424	argA	Cluster_99998
Operon2247	ALBICJPK_03425	puuA_4	Cluster_36445
Operon2248	ALBICJPK_03426	Unknown_Gene	Cluster_36445
Operon2248	ALBICJPK_03427	puuA_5	Cluster_36445
Operon2248	ALBICJPK_03428	spuC_4	Cluster_36445
Operon2249	ALBICJPK_03429	spuD_4	Cluster_72798
Operon2250	ALBICJPK_03430	spuE_1	Cluster_78479
Operon2251	ALBICJPK_03431	potA_3	Cluster_136602
Operon2251	ALBICJPK_03432	potH	Cluster_136602
Operon2251	ALBICJPK_03433	ydcV_3	Cluster_136602
Operon2252	ALBICJPK_03434	Unknown_Gene	Cluster_29882
Operon2253	ALBICJPK_03435	mdtE	Cluster_29882
Operon2253	ALBICJPK_03436	mdtA_3	Cluster_29882
Operon2253	ALBICJPK_03437	czcA_2	Cluster_29882
Operon2254	ALBICJPK_03438	Unknown_Gene	Cluster_46981
