GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2071
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	OMAKBKMK_00001	fatA	Cluster_100869
Operon1865	OMAKBKMK_02874	Unknown_Gene	Cluster_80677
Operon1866	OMAKBKMK_02875	trkI_2	Cluster_67721
Operon1867	OMAKBKMK_02876	ydjA	Cluster_67721
Operon1868	OMAKBKMK_02877	sasA_11	Cluster_141645
Operon1869	OMAKBKMK_02878	Unknown_Gene	Cluster_88879
Operon1870	OMAKBKMK_02879	cpxR_1	Cluster_131956
Operon1871	OMAKBKMK_02880	yciI	NO_CLUSTER_ASSOCIATION_FOUND
Operon1871	OMAKBKMK_02881	yciB	NO_CLUSTER_ASSOCIATION_FOUND
Operon1872	OMAKBKMK_02882	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon1872	OMAKBKMK_02883	yciO	NO_CLUSTER_ASSOCIATION_FOUND
Operon1872	OMAKBKMK_02884	scpA	NO_CLUSTER_ASSOCIATION_FOUND
Operon1872	OMAKBKMK_02885	scpB	NO_CLUSTER_ASSOCIATION_FOUND
Operon1873	OMAKBKMK_02886	Unknown_Gene	Cluster_50030
Operon1874	OMAKBKMK_02887	aroP_2	Cluster_1951
Operon1875	OMAKBKMK_02888	gcvA_7	Cluster_68683
Operon1876	OMAKBKMK_02889	Unknown_Gene	Cluster_68683
Operon1877	OMAKBKMK_02890	yhhS_1	Cluster_119494
Operon1878	OMAKBKMK_02891	Unknown_Gene	Cluster_55395
Operon1879	OMAKBKMK_02892	Unknown_Gene	Cluster_161982
Operon1879	OMAKBKMK_02893	phhA	Cluster_161982
Operon1880	OMAKBKMK_02894	tyrR_2	Cluster_41738
Operon1881	OMAKBKMK_02895	Unknown_Gene	Cluster_16654
Operon1882	OMAKBKMK_02896	acs_1	Cluster_16654
Operon1883	OMAKBKMK_02897	argT_1	Cluster_9391
Operon1884	OMAKBKMK_02898	hisQ_1	Cluster_123988
Operon1884	OMAKBKMK_02899	occM_2	Cluster_123988
Operon1884	OMAKBKMK_02900	hisP	Cluster_123988
Operon1885	OMAKBKMK_02901	cdhR_5	Cluster_117056
Operon1886	OMAKBKMK_02902	aruC	Cluster_33260
Operon1887	OMAKBKMK_02903	astA	Cluster_89465
Operon1888	OMAKBKMK_02904	aruG	Cluster_151044
Operon1888	OMAKBKMK_02905	astD	Cluster_151044
Operon1888	OMAKBKMK_02906	astB	Cluster_151044
Operon1888	OMAKBKMK_02907	Unknown_Gene	Cluster_151044
Operon1888	OMAKBKMK_02908	astE	Cluster_151044
Operon1889	OMAKBKMK_02909	alaS	Cluster_38645
Operon1890	OMAKBKMK_02910	Unknown_Gene	Cluster_127475
Operon1891	OMAKBKMK_02911	csrA2	Cluster_74395
Operon1892	OMAKBKMK_02912	Unknown_Gene	Cluster_136036
Operon1893	OMAKBKMK_02913	Unknown_Gene	Cluster_112311
Operon1894	OMAKBKMK_02914	Unknown_Gene	Cluster_135824
Operon1895	OMAKBKMK_02915	Unknown_Gene	Cluster_137186
Operon1896	OMAKBKMK_02916	Unknown_Gene	Cluster_21089
Operon1897	OMAKBKMK_02917	Unknown_Gene	Cluster_23948
Operon1898	OMAKBKMK_02918	phnN	Cluster_23948
Operon1899	OMAKBKMK_02919	Unknown_Gene	Cluster_106798
Operon1900	OMAKBKMK_02920	Unknown_Gene	Cluster_62526
Operon1901	OMAKBKMK_02921	lpdV	Cluster_60715
Operon1901	OMAKBKMK_02922	bkdB	Cluster_60715
Operon1901	OMAKBKMK_02923	bkdA2	Cluster_60715
Operon1901	OMAKBKMK_02924	bkdA1	Cluster_60715
Operon1902	OMAKBKMK_02925	lrp_3	Cluster_60715
Operon1903	OMAKBKMK_02926	ipuC	Cluster_119128
Operon1904	OMAKBKMK_02927	ycaD_4	Cluster_96081
Operon1905	OMAKBKMK_02928	ycgR	Cluster_129350
Operon1906	OMAKBKMK_02929	Unknown_Gene	Cluster_154189
Operon1906	OMAKBKMK_02930	Unknown_Gene	Cluster_154189
Operon1907	OMAKBKMK_02931	Unknown_Gene	Cluster_132330
Operon1908	OMAKBKMK_02932	cheV_2	Cluster_132330
Operon1909	OMAKBKMK_02933	cheR2	Cluster_153232
Operon1910	OMAKBKMK_02934	flgB	Cluster_27918
Operon1910	OMAKBKMK_02935	flgC	Cluster_27918
Operon1910	OMAKBKMK_02936	flgD	Cluster_27918
Operon1910	OMAKBKMK_02937	flgE	Cluster_27918
Operon1911	OMAKBKMK_02938	Unknown_Gene	Cluster_135961
Operon1912	OMAKBKMK_02939	flgF	Cluster_35428
Operon1912	OMAKBKMK_02940	flgG	Cluster_35428
Operon1912	OMAKBKMK_02941	flgH	Cluster_35428
Operon1912	OMAKBKMK_02942	flgI	Cluster_35428
Operon1912	OMAKBKMK_02943	Unknown_Gene	Cluster_35428
Operon1912	OMAKBKMK_02944	Unknown_Gene	Cluster_35428
Operon1912	OMAKBKMK_02945	Unknown_Gene	Cluster_35428
Operon1913	OMAKBKMK_02946	Unknown_Gene	Cluster_138290
Operon1914	OMAKBKMK_02947	rfbF	Cluster_48205
Operon1914	OMAKBKMK_02948	rfbG	Cluster_48205
Operon1914	OMAKBKMK_02949	strM	Cluster_48205
Operon1914	OMAKBKMK_02950	Unknown_Gene	Cluster_48205
Operon1914	OMAKBKMK_02951	tll	Cluster_48205
Operon1915	OMAKBKMK_02952	Unknown_Gene	Cluster_135996
Operon1915	OMAKBKMK_02953	Unknown_Gene	Cluster_135996
Operon1916	OMAKBKMK_02954	fabH	Cluster_36255
Operon1917	OMAKBKMK_02955	Unknown_Gene	Cluster_14107
Operon1917	OMAKBKMK_02956	Unknown_Gene	Cluster_14107
Operon1918	OMAKBKMK_02957	hag	Cluster_14107
Operon1919	OMAKBKMK_02958	Unknown_Gene	Cluster_137603
Operon1920	OMAKBKMK_02959	fliD	Cluster_131631
Operon1921	OMAKBKMK_02960	fliS	Cluster_94205
Operon1921	OMAKBKMK_02961	Unknown_Gene	Cluster_94205
Operon1922	OMAKBKMK_02962	norR_2	Cluster_73262
Operon1923	OMAKBKMK_02963	atoS	Cluster_46968
Operon1923	OMAKBKMK_02964	atoC_1	Cluster_46968
Operon1924	OMAKBKMK_02965	fliE	Cluster_89490
Operon1924	OMAKBKMK_02966	fliF	Cluster_89490
Operon1924	OMAKBKMK_02967	fliG	Cluster_89490
Operon1925	OMAKBKMK_02968	Unknown_Gene	Cluster_95122
Operon1925	OMAKBKMK_02969	fliI	Cluster_95122
Operon1925	OMAKBKMK_02970	fliJ	Cluster_95122
Operon1926	OMAKBKMK_02971	Unknown_Gene	Cluster_133453
Operon1926	OMAKBKMK_02972	cheB_4	Cluster_133453
Operon1926	OMAKBKMK_02973	Unknown_Gene	Cluster_133453
Operon1927	OMAKBKMK_02974	Unknown_Gene	Cluster_136738
Operon1928	OMAKBKMK_02975	Unknown_Gene	Cluster_95760
Operon1928	OMAKBKMK_02976	fliM	Cluster_95760
Operon1928	OMAKBKMK_02977	fliN	Cluster_95760
Operon1928	OMAKBKMK_02978	Unknown_Gene	Cluster_95760
Operon1928	OMAKBKMK_02979	fliP	Cluster_95760
Operon1928	OMAKBKMK_02980	fliQ	Cluster_95760
Operon1928	OMAKBKMK_02981	fliR	Cluster_95760
Operon1928	OMAKBKMK_02982	flhB	Cluster_95760
Operon1929	OMAKBKMK_02983	flhA	Cluster_41728
Operon1929	OMAKBKMK_02984	srp54	Cluster_41728
Operon1929	OMAKBKMK_02985	Unknown_Gene	Cluster_41728
Operon1929	OMAKBKMK_02986	ylxH	Cluster_41728
Operon1929	OMAKBKMK_02987	fliA	Cluster_41728
Operon1930	OMAKBKMK_02988	cheY	Cluster_120953
Operon1930	OMAKBKMK_02989	cheZ	Cluster_120953
Operon1930	OMAKBKMK_02990	Unknown_Gene	Cluster_120953
Operon1930	OMAKBKMK_02991	cheB1	Cluster_120953
Operon1930	OMAKBKMK_02992	pomA	Cluster_120953
Operon1930	OMAKBKMK_02993	motB_2	Cluster_120953
Operon1931	OMAKBKMK_02994	soj_2	Cluster_123258
Operon1931	OMAKBKMK_02995	Unknown_Gene	Cluster_123258
Operon1931	OMAKBKMK_02996	cheW	Cluster_123258
Operon1931	OMAKBKMK_02997	Unknown_Gene	Cluster_123258
Operon1932	OMAKBKMK_02998	Unknown_Gene	Cluster_101557
Operon1933	OMAKBKMK_02999	Unknown_Gene	Cluster_93892
Operon1933	OMAKBKMK_03000	Unknown_Gene	Cluster_93892
Operon1934	OMAKBKMK_03001	ccmA	Cluster_93892
Operon1934	OMAKBKMK_03002	ccmB	Cluster_93892
Operon1934	OMAKBKMK_03003	ccmC	Cluster_93892
Operon1934	OMAKBKMK_03004	Unknown_Gene	Cluster_93892
Operon1934	OMAKBKMK_03005	ccmE	Cluster_93892
Operon1934	OMAKBKMK_03006	ccmF	Cluster_93892
Operon1934	OMAKBKMK_03007	dsbE	Cluster_93892
Operon1934	OMAKBKMK_03008	ccmH	Cluster_93892
Operon1934	OMAKBKMK_03009	Unknown_Gene	Cluster_93892
Operon1934	OMAKBKMK_03010	Unknown_Gene	Cluster_93892
Operon1935	OMAKBKMK_03011	Unknown_Gene	Cluster_106444
Operon1936	OMAKBKMK_03012	phzF	Cluster_153231
Operon1937	OMAKBKMK_03013	Unknown_Gene	Cluster_69680
Operon1938	OMAKBKMK_03014	fbp_2	Cluster_136771
Operon1939	OMAKBKMK_03015	Unknown_Gene	Cluster_55514
Operon1940	OMAKBKMK_03016	hyuE	Cluster_14911
Operon1940	OMAKBKMK_03017	pucI_1	Cluster_14911
Operon1941	OMAKBKMK_03018	lrpC	Cluster_93893
Operon1942	OMAKBKMK_03019	Unknown_Gene	Cluster_93893
Operon1943	OMAKBKMK_03020	rlmI_2	Cluster_118444
Operon1944	OMAKBKMK_03021	sbp_2	Cluster_125411
Operon1945	OMAKBKMK_03022	Unknown_Gene	Cluster_157464
Operon1945	OMAKBKMK_03023	Unknown_Gene	Cluster_157464
Operon1946	OMAKBKMK_03024	ttuE	Cluster_74171
Operon1946	OMAKBKMK_03025	ttuD	Cluster_74171
Operon1947	OMAKBKMK_03026	glxR	Cluster_68248
Operon1948	OMAKBKMK_03027	hyi	Cluster_139817
Operon1949	OMAKBKMK_03028	gcl	Cluster_41603
Operon1950	OMAKBKMK_03029	Unknown_Gene	Cluster_41603
Operon1951	OMAKBKMK_03030	rutR_2	Cluster_94447
Operon1952	OMAKBKMK_03031	yedI	Cluster_94447
Operon1953	OMAKBKMK_03032	Unknown_Gene	Cluster_23865
Operon1954	OMAKBKMK_03033	Unknown_Gene	Cluster_136734
Operon1955	OMAKBKMK_03034	uacT_2	Cluster_78934
Operon1956	OMAKBKMK_03035	Unknown_Gene	Cluster_157478
Operon1956	OMAKBKMK_03036	allA	Cluster_157478
Operon1957	OMAKBKMK_03037	pucL	Cluster_21055
Operon1957	OMAKBKMK_03038	Unknown_Gene	Cluster_21055
Operon1958	OMAKBKMK_03039	pucM	Cluster_21055
Operon1959	OMAKBKMK_03040	adeP_2	Cluster_34977
Operon1960	OMAKBKMK_03041	nanR_1	Cluster_34977
Operon1961	OMAKBKMK_03042	aqpZ	Cluster_102208
Operon1962	OMAKBKMK_03043	guaD	Cluster_76928
Operon1962	OMAKBKMK_03044	Unknown_Gene	Cluster_76928
Operon1963	OMAKBKMK_03045	xdhA	Cluster_38946
Operon1963	OMAKBKMK_03046	Unknown_Gene	Cluster_38946
Operon1964	OMAKBKMK_03047	mcbR	Cluster_38946
Operon1964	OMAKBKMK_03048	smc	Cluster_38946
Operon1965	OMAKBKMK_03049	zipA	Cluster_50292
Operon1966	OMAKBKMK_03050	ligA	Cluster_37020
Operon1967	OMAKBKMK_03051	Unknown_Gene	Cluster_11474
Operon1968	OMAKBKMK_03052	dmlR_9	Cluster_45783
Operon1969	OMAKBKMK_03053	Unknown_Gene	Cluster_45783
Operon1970	OMAKBKMK_03054	Unknown_Gene	Cluster_109745
Operon1971	OMAKBKMK_03055	Unknown_Gene	Cluster_104130
Operon1972	OMAKBKMK_03056	yqjF	Cluster_22908
Operon1973	OMAKBKMK_03057	Unknown_Gene	Cluster_138060
Operon1974	OMAKBKMK_03058	flr	Cluster_51616
Operon1975	OMAKBKMK_03059	rhaR_1	Cluster_132889
Operon1976	OMAKBKMK_03060	Unknown_Gene	Cluster_148438
Operon1977	OMAKBKMK_03061	Unknown_Gene	Cluster_103429
Operon1978	OMAKBKMK_03062	yahB	Cluster_117527
Operon1979	OMAKBKMK_03063	Unknown_Gene	Cluster_117527
Operon1980	OMAKBKMK_03064	bacC	Cluster_15944
Operon1980	OMAKBKMK_03065	Unknown_Gene	Cluster_15944
Operon1980	OMAKBKMK_03066	hcaB_4	Cluster_15944
Operon1981	OMAKBKMK_03067	Unknown_Gene	Cluster_143491
Operon1982	OMAKBKMK_03068	fabG_3	Cluster_57643
Operon1983	OMAKBKMK_03069	Unknown_Gene	Cluster_71395
Operon1983	OMAKBKMK_03070	Unknown_Gene	Cluster_71395
Operon1984	OMAKBKMK_03071	rhaS_5	Cluster_109026
Operon1985	OMAKBKMK_03072	Unknown_Gene	Cluster_130843
Operon1986	OMAKBKMK_03073	lysN_1	Cluster_130843
Operon1987	OMAKBKMK_03074	Unknown_Gene	Cluster_59168
Operon1988	OMAKBKMK_03075	Unknown_Gene	Cluster_56849
Operon1989	OMAKBKMK_03076	xerC_2	Cluster_41666
Operon1990	OMAKBKMK_03077	pgrR_1	Cluster_95123
Operon1991	OMAKBKMK_03078	iolS	Cluster_95123
Operon1992	OMAKBKMK_03079	Unknown_Gene	Cluster_127286
Operon1993	OMAKBKMK_03080	Unknown_Gene	Cluster_121024
Operon1994	OMAKBKMK_03081	Unknown_Gene	Cluster_13634
Operon1995	OMAKBKMK_03082	Unknown_Gene	Cluster_118311
Operon1996	OMAKBKMK_03083	cueR_1	Cluster_128024
Operon1997	OMAKBKMK_03084	Unknown_Gene	Cluster_128024
Operon1998	OMAKBKMK_03085	Unknown_Gene	Cluster_11981
Operon1999	OMAKBKMK_03086	ruvB_2	Cluster_11981
Operon2000	OMAKBKMK_03087	ybaB	Cluster_141997
Operon2001	OMAKBKMK_03088	recR	Cluster_57724
Operon2002	OMAKBKMK_03089	apt	Cluster_150270
Operon2003	OMAKBKMK_03090	anr	Cluster_65888
Operon2004	OMAKBKMK_03091	hemN	Cluster_103640
Operon2005	OMAKBKMK_03092	Unknown_Gene	Cluster_63608
Operon2005	OMAKBKMK_03093	Unknown_Gene	Cluster_63608
Operon2005	OMAKBKMK_03094	copA_2	Cluster_63608
Operon2006	OMAKBKMK_03095	Unknown_Gene	Cluster_36825
Operon2006	OMAKBKMK_03096	Unknown_Gene	Cluster_36825
Operon2007	OMAKBKMK_03097	ccoP2_1	Cluster_18330
Operon2007	OMAKBKMK_03098	Unknown_Gene	Cluster_18330
Operon2007	OMAKBKMK_03099	Unknown_Gene	Cluster_18330
Operon2007	OMAKBKMK_03100	ccoN1_1	Cluster_18330
Operon2008	OMAKBKMK_03101	ccoP2_2	Cluster_152862
Operon2008	OMAKBKMK_03102	Unknown_Gene	Cluster_152862
Operon2008	OMAKBKMK_03103	Unknown_Gene	Cluster_152862
Operon2008	OMAKBKMK_03104	ccoN1_2	Cluster_152862
Operon2009	OMAKBKMK_03105	Unknown_Gene	Cluster_152862
Operon2010	OMAKBKMK_03106	ppnP	Cluster_121895
Operon2011	OMAKBKMK_03107	dinG_3	Cluster_76199
Operon2012	OMAKBKMK_03108	Unknown_Gene	Cluster_76199
Operon2013	OMAKBKMK_03109	Unknown_Gene	Cluster_142924
Operon2014	OMAKBKMK_03110	Unknown_Gene	Cluster_31220
Operon2015	OMAKBKMK_03111	lgrB_1	Cluster_31220
Operon2016	OMAKBKMK_03112	Unknown_Gene	Cluster_12692
Operon2017	OMAKBKMK_03113	dsbG	Cluster_39219
Operon2017	OMAKBKMK_03114	resA_2	Cluster_39219
Operon2017	OMAKBKMK_03115	dsbD_2	Cluster_39219
Operon2018	OMAKBKMK_03116	Unknown_Gene	Cluster_39219
Operon2018	OMAKBKMK_03117	hcrC	Cluster_39219
Operon2018	OMAKBKMK_03118	Unknown_Gene	Cluster_39219
Operon2018	OMAKBKMK_03119	Unknown_Gene	Cluster_39219
Operon2018	OMAKBKMK_03120	pucB	Cluster_39219
Operon2019	OMAKBKMK_03121	qseB_1	Cluster_84972
Operon2019	OMAKBKMK_03122	qseC_2	Cluster_84972
Operon2020	OMAKBKMK_03123	dat	Cluster_91929
Operon2021	OMAKBKMK_03124	Unknown_Gene	Cluster_67558
Operon2022	OMAKBKMK_03125	lgrD	Cluster_67558
Operon2022	OMAKBKMK_03126	srfAC	Cluster_67558
Operon2023	OMAKBKMK_03127	Unknown_Gene	Cluster_40598
Operon2024	OMAKBKMK_03128	pupA_1	Cluster_21717
Operon2025	OMAKBKMK_03129	nlhH	Cluster_146192
Operon2026	OMAKBKMK_03130	lgrB_2	Cluster_103669
Operon2026	OMAKBKMK_03131	dhbF	Cluster_103669
Operon2027	OMAKBKMK_03132	yojI	Cluster_135239
Operon2028	OMAKBKMK_03133	pkn1	Cluster_53753
Operon2028	OMAKBKMK_03134	cefD	Cluster_53753
Operon2028	OMAKBKMK_03135	Unknown_Gene	Cluster_53753
Operon2029	OMAKBKMK_03136	Unknown_Gene	Cluster_53753
Operon2030	OMAKBKMK_03137	ttgI_2	Cluster_57920
Operon2030	OMAKBKMK_03138	macB_2	Cluster_57920
Operon2030	OMAKBKMK_03139	macA	Cluster_57920
Operon2031	OMAKBKMK_03140	fecI_5	Cluster_57920
Operon2032	OMAKBKMK_03141	Unknown_Gene	Cluster_72457
Operon2033	OMAKBKMK_03142	proP_2	Cluster_135886
Operon2034	OMAKBKMK_03143	mqsR	Cluster_121038
Operon2034	OMAKBKMK_03144	mqsA	Cluster_121038
Operon2035	OMAKBKMK_03145	Unknown_Gene	Cluster_8200
Operon2036	OMAKBKMK_03146	etfB_1	Cluster_8200
Operon2036	OMAKBKMK_03147	etfA_1	Cluster_8200
Operon2037	OMAKBKMK_03148	Unknown_Gene	Cluster_133092
Operon2037	OMAKBKMK_03149	Unknown_Gene	Cluster_133092
Operon2037	OMAKBKMK_03150	pal_7	Cluster_133092
Operon2038	OMAKBKMK_03151	hisC_4	Cluster_66681
Operon2039	OMAKBKMK_03152	Unknown_Gene	Cluster_143742
Operon2040	OMAKBKMK_03153	Unknown_Gene	Cluster_94932
Operon2040	OMAKBKMK_03154	Unknown_Gene	Cluster_94932
Operon2041	OMAKBKMK_03155	gltA	Cluster_22437
Operon2042	OMAKBKMK_03156	sdhC	Cluster_22437
Operon2042	OMAKBKMK_03157	sdhD	Cluster_22437
Operon2042	OMAKBKMK_03158	sdhA	Cluster_22437
Operon2042	OMAKBKMK_03159	sdhB	Cluster_22437
Operon2043	OMAKBKMK_03160	sucA	Cluster_44265
Operon2043	OMAKBKMK_03161	sucB	Cluster_44265
Operon2044	OMAKBKMK_03162	lpdG	Cluster_119694
Operon2045	OMAKBKMK_03163	sucC	Cluster_71437
Operon2045	OMAKBKMK_03164	sucD	Cluster_71437
Operon2046	OMAKBKMK_03165	brnQ	Cluster_19635
Operon2047	OMAKBKMK_03166	Unknown_Gene	Cluster_68224
Operon2048	OMAKBKMK_03167	Unknown_Gene	Cluster_75366
Operon2049	OMAKBKMK_03168	Unknown_Gene	Cluster_75366
Operon2049	OMAKBKMK_03169	Unknown_Gene	Cluster_75366
Operon2050	OMAKBKMK_03170	htpG	Cluster_139028
Operon2051	OMAKBKMK_03171	Unknown_Gene	Cluster_142919
Operon2052	OMAKBKMK_03172	Unknown_Gene	Cluster_106911
Operon2053	OMAKBKMK_03173	Unknown_Gene	Cluster_106911
Operon2054	OMAKBKMK_03174	fabB	Cluster_54495
Operon2054	OMAKBKMK_03175	fabA	Cluster_54495
Operon2055	OMAKBKMK_03176	rcsC_9	Cluster_62508
Operon2055	OMAKBKMK_03177	Unknown_Gene	Cluster_62508
Operon2055	OMAKBKMK_03178	btuB_3	Cluster_62508
Operon2056	OMAKBKMK_03179	gpsA	Cluster_62508
Operon2056	OMAKBKMK_03180	Unknown_Gene	Cluster_62508
Operon2056	OMAKBKMK_03181	sixA	Cluster_62508
Operon2057	OMAKBKMK_03182	Unknown_Gene	Cluster_71525
Operon2057	OMAKBKMK_03183	menH_3	Cluster_71525
Operon2058	OMAKBKMK_03184	Unknown_Gene	Cluster_98384
Operon2058	OMAKBKMK_03185	ydiK_2	Cluster_98384
Operon2059	OMAKBKMK_03186	Unknown_Gene	Cluster_70179
Operon2059	OMAKBKMK_03187	kdpA	Cluster_70179
Operon2059	OMAKBKMK_03188	kdpB	Cluster_70179
Operon2059	OMAKBKMK_03189	kdpC	Cluster_70179
Operon2059	OMAKBKMK_03190	kdpD	Cluster_70179
Operon2059	OMAKBKMK_03191	kdpE	Cluster_70179
Operon2060	OMAKBKMK_03192	Unknown_Gene	Cluster_18729
Operon2060	OMAKBKMK_03193	bdlA_2	Cluster_18729
Operon2061	OMAKBKMK_03194	sotB_1	Cluster_93225
Operon2062	OMAKBKMK_03195	fptA	Cluster_125409
Operon2063	OMAKBKMK_03196	fecR_4	Cluster_126837
Operon2063	OMAKBKMK_03197	fecI_6	Cluster_126837
Operon2064	OMAKBKMK_03198	Unknown_Gene	Cluster_102911
Operon2064	OMAKBKMK_03199	yejF	Cluster_102911
Operon2064	OMAKBKMK_03200	yejE_1	Cluster_102911
Operon2064	OMAKBKMK_03201	yejB_1	Cluster_102911
Operon2064	OMAKBKMK_03202	sgrR	Cluster_102911
Operon2064	OMAKBKMK_03203	Unknown_Gene	Cluster_102911
Operon2065	OMAKBKMK_03204	mltD	Cluster_117020
Operon2066	OMAKBKMK_03205	gloB	Cluster_126809
Operon2067	OMAKBKMK_03206	Unknown_Gene	Cluster_126809
Operon2067	OMAKBKMK_03207	rnhA	Cluster_126809
Operon2068	OMAKBKMK_03208	dnaQ	Cluster_153048
Operon2069	OMAKBKMK_03209	adiA	Cluster_75386
Operon2070	OMAKBKMK_03210	Unknown_Gene	Cluster_80155
Operon2071	OMAKBKMK_03211	chrR	Cluster_80155
Operon2072	OMAKBKMK_03212	phnX_1	Cluster_165749
Operon2072	OMAKBKMK_03213	phnW	Cluster_165749
Operon2073	OMAKBKMK_03214	cysL	Cluster_92959
Operon2074	OMAKBKMK_03215	Unknown_Gene	Cluster_142917
Operon2075	OMAKBKMK_03216	Unknown_Gene	Cluster_26750
Operon2076	OMAKBKMK_03217	Unknown_Gene	Cluster_26750
Operon2076	OMAKBKMK_03218	thlA_2	Cluster_26750
Operon2076	OMAKBKMK_03219	mmgC_2	Cluster_26750
Operon2076	OMAKBKMK_03220	echA8_1	Cluster_26750
Operon2077	OMAKBKMK_03221	Unknown_Gene	Cluster_33739
Operon2078	OMAKBKMK_03222	dksA_2	Cluster_33739
Operon2079	OMAKBKMK_03223	Unknown_Gene	Cluster_67262
Operon2080	OMAKBKMK_03224	Unknown_Gene	Cluster_11588
Operon2080	OMAKBKMK_03225	Unknown_Gene	Cluster_11588
Operon2081	OMAKBKMK_03226	Unknown_Gene	Cluster_83545
Operon2081	OMAKBKMK_03227	Unknown_Gene	Cluster_83545
Operon2081	OMAKBKMK_03228	Unknown_Gene	Cluster_83545
Operon2081	OMAKBKMK_03229	mrpD	Cluster_83545
Operon2081	OMAKBKMK_03230	mnhC1	Cluster_83545
Operon2081	OMAKBKMK_03231	mrpA	Cluster_83545
Operon2082	OMAKBKMK_03232	Unknown_Gene	Cluster_128838
Operon2083	OMAKBKMK_03233	sutR	Cluster_128838
Operon2084	OMAKBKMK_03234	sttH	Cluster_140555
Operon2085	OMAKBKMK_03235	soxR	Cluster_126836
Operon2086	OMAKBKMK_03236	Unknown_Gene	Cluster_126836
Operon2087	OMAKBKMK_03237	Unknown_Gene	Cluster_51722
Operon2087	OMAKBKMK_03238	Unknown_Gene	Cluster_51722
Operon2088	OMAKBKMK_03239	Unknown_Gene	Cluster_51722
Operon2089	OMAKBKMK_03240	Unknown_Gene	Cluster_63709
Operon2090	OMAKBKMK_03241	rhtA	Cluster_6657
Operon2091	OMAKBKMK_03242	Unknown_Gene	Cluster_6657
Operon2092	OMAKBKMK_03243	Unknown_Gene	Cluster_125229
Operon2092	OMAKBKMK_03244	Unknown_Gene	Cluster_125229
Operon2093	OMAKBKMK_03245	Unknown_Gene	Cluster_43022
Operon2094	OMAKBKMK_03246	Unknown_Gene	Cluster_92843
Operon2095	OMAKBKMK_03247	uspE_1	Cluster_117067
Operon2096	OMAKBKMK_03248	Unknown_Gene	Cluster_117067
Operon2097	OMAKBKMK_03249	Unknown_Gene	Cluster_99324
Operon2098	OMAKBKMK_03250	Unknown_Gene	Cluster_99324
Operon2099	OMAKBKMK_03251	Unknown_Gene	Cluster_39677
Operon2100	OMAKBKMK_03252	Unknown_Gene	Cluster_39677
Operon2100	OMAKBKMK_03253	yliI	Cluster_39677
Operon2101	OMAKBKMK_03254	zapE_2	Cluster_103631
Operon2101	OMAKBKMK_03255	Unknown_Gene	Cluster_103631
Operon2102	OMAKBKMK_03256	topB	Cluster_39440
Operon2103	OMAKBKMK_03257	Unknown_Gene	Cluster_128204
Operon2103	OMAKBKMK_03258	roxA	Cluster_128204
Operon2104	OMAKBKMK_03259	purB	Cluster_63531
Operon2105	OMAKBKMK_03260	hflD	Cluster_147037
Operon2105	OMAKBKMK_03261	mnmA	Cluster_147037
Operon2106	OMAKBKMK_03262	nudJ	Cluster_107891
Operon2107	OMAKBKMK_03263	icd_1	Cluster_17517
Operon2108	OMAKBKMK_03264	icd_2	Cluster_17517
Operon2109	OMAKBKMK_03265	Unknown_Gene	Cluster_48829
Operon2110	OMAKBKMK_03266	clpS	Cluster_48829
Operon2110	OMAKBKMK_03267	clpA	Cluster_48829
Operon2111	OMAKBKMK_03268	infA	Cluster_114063
Operon2112	OMAKBKMK_03269	bpt	Cluster_149048
Operon2113	OMAKBKMK_03270	aat	Cluster_17395
Operon2114	OMAKBKMK_03271	ftsK	Cluster_17395
Operon2115	OMAKBKMK_03272	lolA	Cluster_143735
Operon2115	OMAKBKMK_03273	rarA	Cluster_143735
Operon2115	OMAKBKMK_03274	crcB_1	Cluster_143735
Operon2115	OMAKBKMK_03275	serS	Cluster_143735
Operon2115	OMAKBKMK_03276	cysG	Cluster_143735
Operon2116	OMAKBKMK_03277	yqjG	Cluster_119726
Operon2117	OMAKBKMK_03278	trpD_2	Cluster_127510
Operon2117	OMAKBKMK_03279	tusE	Cluster_127510
Operon2117	OMAKBKMK_03280	tusB	Cluster_127510
Operon2117	OMAKBKMK_03281	dsrF	Cluster_127510
Operon2117	OMAKBKMK_03282	dsrE	Cluster_127510
Operon2118	OMAKBKMK_03283	xanP	Cluster_51712
Operon2119	OMAKBKMK_03284	yccA	Cluster_92625
Operon2120	OMAKBKMK_03285	Unknown_Gene	Cluster_92625
Operon2121	OMAKBKMK_03286	Unknown_Gene	Cluster_8056
Operon2121	OMAKBKMK_03287	Unknown_Gene	Cluster_8056
Operon2121	OMAKBKMK_03288	Unknown_Gene	Cluster_8056
Operon2121	OMAKBKMK_03289	Unknown_Gene	Cluster_8056
Operon2122	OMAKBKMK_03290	srmB	Cluster_59571
Operon2122	OMAKBKMK_03291	Unknown_Gene	Cluster_59571
Operon2122	OMAKBKMK_03292	Unknown_Gene	Cluster_59571
Operon2123	OMAKBKMK_03293	Unknown_Gene	Cluster_4910
Operon2124	OMAKBKMK_03294	Unknown_Gene	Cluster_83517
Operon2125	OMAKBKMK_03295	Unknown_Gene	Cluster_15697
Operon2126	OMAKBKMK_03296	Unknown_Gene	Cluster_83517
Operon2127	OMAKBKMK_03297	Unknown_Gene	Cluster_18835
